instrument_id,test_id,ibp,fbp,product
2ed1d374-7800-48a8-9a5e-dca96443823a,9c1a8c7a526f9b9d402fac8d1d61ff4873c17f9a440c3f8e2eaa48e7552ba181,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,5e93b3250c6470b4f14f12d7040c8c064b5602cf0ba2c7d783947c261ea847f1,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,cfad5398083cde557bb4d5f0b985435494e0d14a5ba61afe9b0d15f7e4f5f8c8,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,1e1047a5c334deacb66c74b3484b5cb4ef33a9bd639a6d6dd4ba26477425004d,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,1fe73739f980b2786033fb180ab481fdfa6c30cba7d0eb1b722a23929e4361dc,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,15c1b981d6c542fab092e54b1ba0d0b4362e38020883ed9142b978666b1cf16d,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,a58c5a6b914c1ce642142d62ab5d0859c07d5359baf6185a625f27fb2d73e03e,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,00af75502f932671b90b7aabe55db89fe8fc0de563b80c1eab493485d34e5c25,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,13355ac8e341e457ff686cd61f6dbc61ae2ed2d9a733f4fbef3e9cec8e811f28,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,6910b311b09aa3e16d0e30bd336687d7952aec606c37c8bd9ca3083c9256500b,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,639e7520e7802186fd8141102a86e4d6afcad2cf60ce7e77264e013fafc51823,36.013,128.974,174869-25opt
2ed1d374-7800-48a8-9a5e-dca96443823a,1074aa966152d8e96122cb10672f30846c57d9be91b33b25cdddb50a6a7a551e,36.013,128.974,174869-25opt
