instrument_id,test_id,ibp,fbp,product
2ed1d374-7800-48a8-9a5e-dca96443823a,049bedb3e9046912387d40ad827b8596c5321f60c5381fec347e410ec0015418,98.034,98.192,TOLUENE   CAL 1
2ed1d374-7800-48a8-9a5e-dca96443823a,926c931ba7afd2570acbf90215455cf0f72f780bc22fdf8f9b255d6f3fc61b26,98.034,98.192,TOLUENE   CAL 1
7f33271c-1569-4840-a04c-8ad769055b74,c6a88d503c38115b48a787180e13d43d059662ea26439c7161865ff83f37e154,97.706,97.854,TOLUENE   CAL 1
2ed1d374-7800-48a8-9a5e-dca96443823a,d871677a9cd234c242545cf23dc7126fc8e9854c9a071f92b710894138140eeb,98.034,98.192,TOLUENE   CAL 1
d1786860-8805-4192-af2b-a6f12832ac56,b8d8281129ac7ba6dd88a0993ba37a9013484311a4645d4094f3f4945495f78c,97.477,97.748,TOLUENE   CAL 1
2ed1d374-7800-48a8-9a5e-dca96443823a,0c41f6cac459e3737702aa41813fbe467ff67f23a6762b636c176aab98402504,98.034,98.192,TOLUENE   CAL 1
62548191-5d9a-41c7-aae5-5788aec74ee4,4aea77edababfd04210c1ea56a666e4d478ce7b9734c983b63aad8cab8bb2345,98.282,98.569,TOLUENE   CAL 1
62548191-5d9a-41c7-aae5-5788aec74ee4,d37159fe3094d2da844e949ad60fad9815f231b977999b9caefda9e8a05b9918,98.268,98.458,TOLUENE   CAL 1
731f339c-0327-4a22-9df3-3324da5ac628,b73ba74f844191b19df82f3677687de37af01fec68f8da8b630e5755926f59a6,97.986,98.329,TOLUENE   CAL 1
7f33271c-1569-4840-a04c-8ad769055b74,0ee07c972a3b4884ee0e1e4cd40e8782aa6ecebce513a502a3c00b77a423faf8,97.704,97.833,TOLUENE   CAL 1
62548191-5d9a-41c7-aae5-5788aec74ee4,af271918f1c8b4398b80da7b84a8f0ae7ccc5fc1803baed193f2b73263542e8a,98.304,98.507,TOLUENE   CAL 1
2ed1d374-7800-48a8-9a5e-dca96443823a,a4edfc458e2fc917bb4fc4d66dd27dfcef12f38c17eeb7588a200149e3a6c244,98.034,98.192,TOLUENE   CAL 1
62548191-5d9a-41c7-aae5-5788aec74ee4,44e566d95801f40969cbbb0c5c3ca410e893fc7f7efcea07e31941a4d229f132,98.361,98.631,TOLUENE   CAL 1
0aa8fd0d-019e-422b-bcfb-6f0803909220,541eaf549ebaab6f9dc4e312c7cb24963604c73b7251a61f2f4eafb8d35d8360,97.185,98.092,TOLUENE   CAL 1
