instrument_id,test_id,ibp,fbp,product
e1326398-e01a-445f-9caa-c175da8ac7d3,ca55bfe90d93744fbe14d3e206a9b0ecf716f63becbd624f25fae12ecdfe6464,48.214,153.839,RFG 2395X
