instrument_id,test_id,ibp,fbp
942706ef-836a-4464-bc76-74aa97b76f8b,11eb3c49c5b3fe6f4ab99165bfe5282b7297d12d96081a49930cec2050e01a3c,35.102,152.744
0889e4ec-1473-4d57-a5cb-df61853edf03,5113d73f381c8b900805aab6bd7b635898555e9c06347284b3df0bee34f109e5,34.048,133.927
0889e4ec-1473-4d57-a5cb-df61853edf03,321064271d8671a1a84171cb4907db96b63c5825f038c59e6bf2f782898cba3f,34.04,133.703
0889e4ec-1473-4d57-a5cb-df61853edf03,9a95ec658755df36930f25c3c1c8b9648728124ab0a87f5bf4ab1a795dc66bcf,26.811,90.47
0889e4ec-1473-4d57-a5cb-df61853edf03,a1349111432b09ba5fde34548cbea086da8c6ce623161c2ffccea037bbb52d2f,91.795,99.678
0889e4ec-1473-4d57-a5cb-df61853edf03,71334c8f1a868e9fd144398504e2f86f8e3ddbaaaea31060cae7543c91a36077,25.838,41.679
d1786860-8805-4192-af2b-a6f12832ac56,e50afe62c0b504f713a136a78e75bcac654a9c490b1044a18931c452b150bd3f,35.263,125.057
d1786860-8805-4192-af2b-a6f12832ac56,1b6398a57a4bbdcaeef9eebc719e2f31aa17bcc8cd88dcb6abee0aa6ac1a976a,26.893,137.289
0889e4ec-1473-4d57-a5cb-df61853edf03,660e5e89137a5c5ce7b009559b9c0c36c6d2c5ef6644548391283b779d95635b,35.231,139.023
0889e4ec-1473-4d57-a5cb-df61853edf03,faa13ff9f92a929f8c7be4c9eb3c7c77480ede4b881fbd4c52c222a68c7f839e,34.174,134.962
d1786860-8805-4192-af2b-a6f12832ac56,89eaf737de2799a2fcf85c4efa02789cad02547bef622cc17cebb037cd3156ac,26.43,75.332
0889e4ec-1473-4d57-a5cb-df61853edf03,25dd4e0b684b4d5e4be2e272a6c102deaa1626c33635119c5c6cb597f44a7a3b,34.498,136.794
d1786860-8805-4192-af2b-a6f12832ac56,1f02e44785bd5e80a9c1b2e5db55051b407ce8712123db1fc0c39b58ccc23408,27.276,142.219
0889e4ec-1473-4d57-a5cb-df61853edf03,20e9f9224dd609b8c227adf96a889d201791253979f13ace597d3982a4613a6a,35.964,106.329
0889e4ec-1473-4d57-a5cb-df61853edf03,e1ac50744003b0c07c253a233b267202320e80b6bbc39cc4a8d93bb79cd43959,26.68,70.746
0889e4ec-1473-4d57-a5cb-df61853edf03,693d748af21a491cad9adfc5b8e558d1410708f33a308df7ef9316672e1064bb,26.937,46.13
0889e4ec-1473-4d57-a5cb-df61853edf03,a50654fc7c8aa6cfe35fe87549ebd1dafc83a8e24115dc6b4567299aa234bdbc,26.751,89.842
d1786860-8805-4192-af2b-a6f12832ac56,17b218295f1959b9624f726a5e1e3942f1c1f822d18a2a877f168656fe8ad296,28.29,144.88
d1786860-8805-4192-af2b-a6f12832ac56,ec5d156957ecf6319e74b1b39bc098832178166faea94b151e9dc9b54294dbd7,33.725,132.484
0889e4ec-1473-4d57-a5cb-df61853edf03,889732dcf1b1bcfdebabba91617209b89d44a8b0d788a719ff071e94f417ffac,32.732,129.804
0889e4ec-1473-4d57-a5cb-df61853edf03,15cdaa9a9939326e1f6295cb6b8dbe2f6ad5d539dba5eab569e7cb810ab963ee,39.659,114.92
0889e4ec-1473-4d57-a5cb-df61853edf03,3ad1d3aa1d6840c54be67929d703955ce02fed8bb85c8b715f6edeb69edadfd8,34.887,172.282
0889e4ec-1473-4d57-a5cb-df61853edf03,3e0fcf5123bbc6a587b1a09f1c2a433e80eafea068952356c6bff7e47471cb77,32.26,109.724
942706ef-836a-4464-bc76-74aa97b76f8b,caf116c5fbc63278e25ac7a8beb385017a785e78553aee0ea68dcc5ca2226f64,32.64,118.951
942706ef-836a-4464-bc76-74aa97b76f8b,9cf93031693905f9efbb64567fc0f8f5b2843bd6709eb785081f35ad91a15b47,36.12,131.908
942706ef-836a-4464-bc76-74aa97b76f8b,7466c1b98412a3230ac15f303bfd913ca5235ec1498b75faf2a427f76c6d0ac7,26.231,45.32
942706ef-836a-4464-bc76-74aa97b76f8b,abcb419b880bd93b626cc2f0810d5699ebe26244f2263d24ca479be92a32b06c,34.754,134.512
0889e4ec-1473-4d57-a5cb-df61853edf03,2530413bc423ef112da814263795b93528f3b7961d62a7220b5dbf245b8786e6,31.963,145.664
0889e4ec-1473-4d57-a5cb-df61853edf03,8bf138fa7f7b247ca592104a8464ea51076ea09e8a71f7a70bd78240c0ad529a,52.323,132.411
0889e4ec-1473-4d57-a5cb-df61853edf03,6eb6c9c98d9497777b5503354ee2ba6bd1e719ad7c7636a0a9c79f831a736163,26.103,48.965
0889e4ec-1473-4d57-a5cb-df61853edf03,09bc6b40c09a56401c0045107d1ff2b7ad3351b9127b273a4ec1b10bb502f48a,42.835,125.065
0889e4ec-1473-4d57-a5cb-df61853edf03,243a35c8bb51875aa1bd06ef32f50a8074131d6921772908db83f2cd887547ba,24.035,35.758
0889e4ec-1473-4d57-a5cb-df61853edf03,7f59eebb7762062fa7401cdcdea98cfdca75dc14cb2e3cd3170b6ef4b4522b9f,38.947,111.481
0889e4ec-1473-4d57-a5cb-df61853edf03,d374f104f9dad41650c406ac37e44d39b579dee2c1519172cbdcd10eefde88d2,66.022,113.89
0889e4ec-1473-4d57-a5cb-df61853edf03,fba67516fdfe9b00d1f5ac0286b3a56afe3d78c0222e240f2ecd02bb20a4cc49,28.608,90.443
0889e4ec-1473-4d57-a5cb-df61853edf03,e55cea52b2efb5dd84abcd9a461f5faa4bc6a2d48903eeedb0dad97922b214ce,43.044,142.998
0889e4ec-1473-4d57-a5cb-df61853edf03,67572ea725142b54c30e624eac3257aadeb2370f2af070dc9c1268e9595e1a22,26.653,65.895
0889e4ec-1473-4d57-a5cb-df61853edf03,2cca75d357d18abbe3dbf54bd07bbd9170245f5e30dac6e2e4af46038a1287b5,35.39,151.294
942706ef-836a-4464-bc76-74aa97b76f8b,acdf33e060b2d97c796b1f10206b561c5ad9eb181a90567b05edb7caced05631,44.026,141.928
942706ef-836a-4464-bc76-74aa97b76f8b,c684c6800727fdac32d98e55c6dcf137fead907eea24ec7c61324ba77e0c131d,37.579,101.227
0889e4ec-1473-4d57-a5cb-df61853edf03,e017d6b6472e9bfce89f3c09e25872b0250ae0960341945289289c95a779e891,69.989,128.368
d1786860-8805-4192-af2b-a6f12832ac56,60349088870029e780891b13245c0b990e7fee1f9f157a804e040f90f0de43d6,26.93,47.443
d1786860-8805-4192-af2b-a6f12832ac56,efe9237ebb93c41b19a3faf1e437175fa3211cec05aed7da5c4ac069944f29ce,37.705,153.563
0889e4ec-1473-4d57-a5cb-df61853edf03,b6b80493928213daa89c5ea3eca396e8ab094aab0f875488ea0fcd82332bc98c,36.436,107.264
0889e4ec-1473-4d57-a5cb-df61853edf03,79566fbc94e3c9576295c937bafbd4d61cdfddffd408c255419e5f714000cf3b,33.701,135.549
d1786860-8805-4192-af2b-a6f12832ac56,ec93a26fb5008defff7e5ba2b0e0d0777d2f52affb9a00ed50b7fd66be5648b1,33.562,144.094
d1786860-8805-4192-af2b-a6f12832ac56,4c806bbb3fdd426546edf80084de25538e3ba4480797069cd253ff278fa3ee0a,61.135,142.298
d1786860-8805-4192-af2b-a6f12832ac56,b423b596475db6759fe5ab77f38bda7a87ca44ede6e3a53ddfa199e5e9bfac44,60.218,122.795
d1786860-8805-4192-af2b-a6f12832ac56,3c15ccab116108619c831190db0da44c12b0f2ad495516b579e2b2621b7f60e7,32.23,141.304
0889e4ec-1473-4d57-a5cb-df61853edf03,d1546fd5e2067d2d191b8fe9160f0d967dec70a38807cbc8231585b8139791eb,65.876,117.694
0889e4ec-1473-4d57-a5cb-df61853edf03,14c4e256d5556fddf1615759ed60b83ef074e4ff8b7d918fc86fb5f6953d5816,32.197,112.053
d1786860-8805-4192-af2b-a6f12832ac56,52c8dae13ef3dd3126d7b0211d5bfd97d65d5137d9391bd7bc20583a1a5e3424,39.52,137.731
d1786860-8805-4192-af2b-a6f12832ac56,9c23da51fbf5894db03814b8367bb24b8f3a3cee5c3bdfeb2d25285019f9cd42,25.955,147.861
d1786860-8805-4192-af2b-a6f12832ac56,452b20b21dde97a80cdffa03023378aae346611b68b7c09bdbd0493001fa9d39,22.879,153.729
d1786860-8805-4192-af2b-a6f12832ac56,b3efb8d0759c509c8e427a3d456525a906eb5a96030ad150979800000aaedaef,31.693,132.784
d1786860-8805-4192-af2b-a6f12832ac56,2134da58d8bcbb8dc5fb3b4dcbb5f268abae78ad962bd553af339d10f8150eb9,79.519,140.408
d1786860-8805-4192-af2b-a6f12832ac56,c7b50a08289aea5b2411d8e6e856b3dc3c403d0d5f1bfa26980c0aea0a06a3cb,24.236,148.567
d1786860-8805-4192-af2b-a6f12832ac56,8302ed41e87a94930a62d78f61092457678f0c24e9cdca0962e0b0ecf9ce576c,29.655,145.005
d1786860-8805-4192-af2b-a6f12832ac56,47ca10a4ef685107c401de995e33018282f5739187f6b74f4576a85fbc738d04,80.17,145.943
d1786860-8805-4192-af2b-a6f12832ac56,38a86e1aca60bc8aff3762ceb662b627863b72d8fd73106c47cb53d41ea5a504,32.984,100.513
d1786860-8805-4192-af2b-a6f12832ac56,bab1dc967b5e19bb89379663a70fb1890019f1d590183620e80d5a0748a5dd71,25.717,156.548
d1786860-8805-4192-af2b-a6f12832ac56,163edc139b344a095434f0c29f3f249b0c7e3a1e42c394c6436f5ed0a732a279,22.599,157.678
d1786860-8805-4192-af2b-a6f12832ac56,82d3d2b220a38f6ca3983f73236c2c5257b7cfe6a508074930bab891a0fe920d,31.248,133.314
d1786860-8805-4192-af2b-a6f12832ac56,c1a8e9a3db96cf202476a28021f2d53d9fd08d740b0af81a27cbab122a8ed051,22.06,151.605
942706ef-836a-4464-bc76-74aa97b76f8b,942a7604625311af2e0e80104ccf648b0754803d9d5f966ba41b261734536d31,65.753,114.23
942706ef-836a-4464-bc76-74aa97b76f8b,576ffa1b2142964bf764b566095bbb381eeac74161394970034d076fff7cf6e7,34.45,171.666
d1786860-8805-4192-af2b-a6f12832ac56,c6308d0c8f2a4d4db9954c17aa7a6bab9020118dfe7a13d82e183612534d20a4,34.873,149.744
