instrument_id,test_id,ibp,fbp,product
d9680145-4a1f-48a8-9ad3-52e904efc45e,c56fb32009ddc5c8f5aeb63774a095a6a009119a71f051a0db6f96ebfd1a4402,35.145,148.031,191237-29zzz
