instrument_id,test_id,ibp,fbp,product
731f339c-0327-4a22-9df3-3324da5ac628,270ea09c2107bc634053c9421d919b86a168eb4486d7b1d9b0d1af4fc62d79ab,27.486,44.451,182690-1a
