instrument_id,test_id,ibp,fbp,product
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,6ae3e59b3d0b292eaa2c16f1fa63b216551611689a049347d90032e03b227706,31.686,78.677,191760-6 ez
