instrument_id,test_id,ibp,fbp,product
d1786860-8805-4192-af2b-a6f12832ac56,5062aab8e832734ec5e46056da4c6d925fee125e6045d973dc30ae3d6e44cf63,27.131,82.719,177211-6444
d1786860-8805-4192-af2b-a6f12832ac56,699879e7b60d9bdd8c6d32be49f340b95c155a14d0a9c112cb3786d22c77c23b,27.131,82.719,177211-6444
