instrument_id,test_id,ibp,fbp,product
339f4e04-c233-4cd0-adcb-e57d59f7e0c1,a28d666ec12dae48426228538be74cd189211ed50a2467c903d899fc748b785d,34.707,129.093,191508-41optt
