instrument_id,test_id,ibp,fbp,product
0aa8fd0d-019e-422b-bcfb-6f0803909220,10c62b94123597074898a46077b9b8f19166d340b3c3e926dd80f7850e8ce99a,87.572,139.265,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,b041497124f5776236cade586e9d7ca546cd74aba3487bcd32ae6218f2be59f3,85.807,133.608,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,4ef4fbf6d661ca91217d5bc60d91807da9d652418cbfe0e43f8248436e66183b,86.202,134.263,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,3d02b00e697358c09b899688315451377554a8240a9b26606e338d9ad0c2e84b,85.448,135.087,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,4e1066909109283cd902eedeec017259842b15c0b8733537cfb7b4461ae672b1,84.499,135.592,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,c5e7f72372c381cb8cb240a4ccd457de4354f0bc96881f370ad468e296b77aa3,84.242,136.408,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,bb4107808b05405b0c9c8e18b2925fdfc19d0e275a9b5a4a2c8e7f8a33543dcc,85.644,138.537,Magellan 124 HVN New
c0983ff3-7d72-4887-b98f-c6801a6c466d,1579fa6750488d52ac86266d4d48f6d96ed9e7d06f42fd1693c9df3b0082291f,88.736,126.627,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,7d4c23130217004e99030d2937c82cb127ac89d1f86e4a9c48a8d3ffe2c8aa45,86.669,126.523,Magellan 124 HVN New
f17a6cda-cfb5-4b76-beb2-ab68c0cdd166,afc80986d3bfaf6a3ae9739a9261ad7e69466a288e6712f2e53925638377c9eb,87.372,127.22,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,beedc9684c52cd2a65f0b0b223fe6e450d0d1a82f3074c464d9806a9e7e5f7de,85.367,136.374,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,7ba961b54eb088c29209e7938abaf8edf8ff31bf5b48d1f384f41e944369e5a0,103.855,137.595,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,81419d9ea0369cbafb62ab0c28e3faf0334f66e02fa290822f0c08e1a874e046,90.761,126.327,Magellan 124 HVN New
f17a6cda-cfb5-4b76-beb2-ab68c0cdd166,689a0e38b40249b932641ece18ba261f0bb8dfbd838d61bbe0b0b42a85a5bd09,93.309,132.708,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,33bd1512109daa99efd53372382601d8a124886b05ec55d8adf742ade3fe5daa,83.413,139.621,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,d7a28e0666dd8fa1f8844e59d3e96739f13eb7b63d3f5a2d7bbd1fc9ef85eb41,87.225,136.942,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,eb1a73ee289aedd003dc6b5737b8a0e81f35801c21a07c8ddd115c56c256051d,85.724,137.52,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,c69645ad91e411e156ce395c191ba8d5b0dfe85666b440a4f534dc92061e6b6b,86.854,139.194,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,d2ba4f9fb7b272c121c366028c02e6f18e3182d7adc0fe79391c687f4291a5ae,86.131,139.24,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,e891e14b1597d4b3d80fecc84489c73126d582640cf7294ca79d43816fe36383,85.796,139.821,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,f9905d9c3ee1e8ae9ceb1867b3a20681f568853c1c6e8ed05cdf50c6f8740eeb,87.414,138.924,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,ff4bbeb0ccc3526360b3a63d893c9c4243c2c1c429d5046cc5d80220e95dd2db,86.892,139.14,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,b85c79dc18484e8ba0dd5b400ff440acab615f702b083e738201b56e1f13c591,87.633,139.294,Magellan 124 HVN New
c0983ff3-7d72-4887-b98f-c6801a6c466d,1a13a60dac7c49bef46a215736577b2fced7dd48f6fa46c1b0e18a9aed745631,87.597,126.881,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,86e10eb3214491e5f17e86eee119d143a1ac4348093ba7d3450418d66d61a787,85.723,136.031,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,7f11d937c970771a62e11613cb2850ecf9b6e1ec3a12078bb376decac0daf1f4,85.69,132.282,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,6a3e1b75cc815bb18afd55ff55b0a43dd9d583ce8204365d9aa7e51aec9cd4d4,86.28,134.275,Magellan 124 HVN New
0aa8fd0d-019e-422b-bcfb-6f0803909220,2a5fdb77311b376a6b44846299380c20154c915e66ec1215293b8665e59724b6,86.04,134.858,Magellan 124 HVN New
