instrument_id,test_id,ibp,fbp,product
942706ef-836a-4464-bc76-74aa97b76f8b,6a10b566c4b2886762f823b0a66e6a8f458777281f01d18b29741d537b4609a1,37.012,102.575,191712-17 opppp
