instrument_id,test_id,ibp,fbp,product
2ed1d374-7800-48a8-9a5e-dca96443823a,909ae32d7c6f6fb423db578c7590d4ab9e38eacbefd2284c2ccc5327a29e219e,222.481,341.676,"177480-8;,llkkhk"
2ed1d374-7800-48a8-9a5e-dca96443823a,baa0ed1838f27c95cee1b59ad0faea20b42ce01f636ac587357cd1948e57b9a4,222.481,341.676,"177480-8;,llkkhk"
2ed1d374-7800-48a8-9a5e-dca96443823a,9ca3e76672d31c0fc8129ab9fb0e17d6cadd2cdb2f28e123b027aff92dab76e8,222.481,341.676,"177480-8;,llkkhk"
2ed1d374-7800-48a8-9a5e-dca96443823a,5cb29e9e2c2360888728cb9247d9a46f1e1c0f8016837d6aeca39bdbc1a20b39,222.481,341.676,"177480-8;,llkkhk"
