instrument_id,test_id,ibp,fbp,product
2ed1d374-7800-48a8-9a5e-dca96443823a,2b43d2377e3d3ba0ebb04346613f187f997b864c9e7b54eecbbce01d846c2f4d,97.843,98.123,TOLUENE QC
2ed1d374-7800-48a8-9a5e-dca96443823a,f8620fd84eb043f8cd1330a50067eb389d88a349680b7187218d165ffbb10524,97.843,98.123,TOLUENE QC
731f339c-0327-4a22-9df3-3324da5ac628,9f2ead22d148f90207dc195e54edcbf50243205f900e8f61a173dcd1f1147e62,98.158,98.347,TOLUENE QC
2ed1d374-7800-48a8-9a5e-dca96443823a,8fa9a076f2cf122f3f7a90f080850c749c643fd1c06e9542345ed7012bc3a142,97.933,98.302,TOLUENE QC
2ed1d374-7800-48a8-9a5e-dca96443823a,6bb03c5c02d658b0ef31a6024e6c4bcc5b4ad2824bb8869971871532380f1f59,97.648,97.821,TOLUENE QC
731f339c-0327-4a22-9df3-3324da5ac628,126ef87a3cecc1b32ec34835b8262d0bafb04835f247416c9df83e5dd22b9897,97.639,97.793,TOLUENE QC
2ed1d374-7800-48a8-9a5e-dca96443823a,f9dfb7a8610eedd633948922936d5a12ecdd13d17aff0e13d7712eefc613136d,97.843,98.123,TOLUENE QC
2ed1d374-7800-48a8-9a5e-dca96443823a,283675c21216b767e505007e38316487d04aedaa6978269baaa653ddfb357b90,97.843,98.123,TOLUENE QC
2ed1d374-7800-48a8-9a5e-dca96443823a,e33372d8eeef0794b25b3e0da72734c78a1b4cb62ab126a5e5be53fa6d492c50,97.843,98.123,TOLUENE QC
731f339c-0327-4a22-9df3-3324da5ac628,f3212e09b1cb8f3e29fb8fb63308b4b2e7833063dc4cb91ca96daa8aafa54a55,97.885,98.239,TOLUENE QC
731f339c-0327-4a22-9df3-3324da5ac628,e0074526e8c99487eb051d0bb50f7f4112059ba39305435ad1765cd304e47fd9,98.091,98.275,TOLUENE QC
e1326398-e01a-445f-9caa-c175da8ac7d3,ec4aaf97298d7ea7ca8fd85a5bc6c63f3f0893654b827314a1ef235d76a84f4c,38.855,209.031,TOLUENE QC
e1326398-e01a-445f-9caa-c175da8ac7d3,9cd6be414d5b9123b05ca1c70921c24ed36f1f3ec352406242891403f0735a65,64.24,146.655,TOLUENE QC
2ed1d374-7800-48a8-9a5e-dca96443823a,105c783fc84140627ce665a40f8532a35875dcf0fcc0fa05c30f689fa98793e8,97.843,98.123,TOLUENE QC
e1326398-e01a-445f-9caa-c175da8ac7d3,40bfb71c7500fe3592076cc8c9b77643fd1d9d6ffa2d9ae244a43b26d64295f9,33.384,166.813,TOLUENE QC
2ed1d374-7800-48a8-9a5e-dca96443823a,87bf7282310767e2d82f2e04d2654e5ea88b73bf6a7f592b8caf42b86a9606fc,97.843,98.123,TOLUENE QC
2ed1d374-7800-48a8-9a5e-dca96443823a,3ed6ee72972640ccad429f85b7070df01c3c20ddfef840a69fbfee12c67ad66a,97.648,97.821,TOLUENE QC
