instrument_id,test_id,ibp,fbp,product
0889e4ec-1473-4d57-a5cb-df61853edf03,c0f97918f685b820e6d1ecc893f07b4c8015745e9bf0efed6cce12fdac9ed645,27.737,78.775,194504-16opt;;
