short_id,downtime_start_week,error_week,error_code,error_message,error_category,prior_error_week,prior_error_code,prior_error_message,prior_error_category
OF02,2024-04-08,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-04-15,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-04-22,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-04-29,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-05-06,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-05-13,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-05-20,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-05-27,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-06-03,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-06-10,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-06-17,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-06-24,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-07-01,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-07-08,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-07-15,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-07-22,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-07-29,2023-12-11,92.0,flash outside dipping,Safety Hazard,2023-12-11,92.0,flash outside dipping,Safety Hazard
OF02,2024-08-05,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-08-12,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-08-19,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-08-26,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-09-02,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-09-09,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-09-16,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-09-23,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-09-30,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-10-07,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
OF02,2024-10-14,2024-07-29,No error code,cup cover not installed,Door Opened,2024-07-29,No error code,cup cover not installed,Door Opened
