instrument_id,instrument_type,test_count,error_count,critical_error_count,error_rate,critical_error_rate,short_id,display_id,downtime_hours
nan,OptiFlash,3201,19,0,0.005935645110902843,0.0,OF06,OF06,11463.009166666667
nan,OptiFlash,3201,19,0,0.005935645110902843,0.0,OF06,OF06,4493.105277777778
nan,OptiFlash,3201,19,0,0.005935645110902843,0.0,OF06,OF06,4216.064722222222
nan,OptiFlash,3201,19,0,0.005935645110902843,0.0,OF06,OF06,14934.448333333334
nan,OptiFlash,469,14,0,0.029850746268656716,0.0,OF07,OF07,2900.2697222222223
nan,OptiFlash,469,14,0,0.029850746268656716,0.0,OF07,OF07,4719.977222222222
nan,OptiFlash,469,14,0,0.029850746268656716,0.0,OF07,OF07,11436.081944444444
nan,OptiFlash,469,14,0,0.029850746268656716,0.0,OF07,OF07,1397.2966666666666
nan,OptiFlash,469,14,0,0.029850746268656716,0.0,OF07,OF07,5747.185555555556
nan,OptiFlash,469,14,0,0.029850746268656716,0.0,OF07,OF07,11541.319444444445
nan,OptiFlash,469,14,0,0.029850746268656716,0.0,OF07,OF07,22.913333333333334
