short_id,instrument_id,week,downtime_hours,test_count,error_count,error_rate,error_outside_test,critical_error_count,critical_error_rate,critical_error_outside_test
CPP02,,2024-07-08,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-07-15,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-07-22,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-07-29,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-08-05,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-08-12,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-08-19,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-08-26,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-09-02,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-09-09,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,,2024-09-16,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP02,40099742-8937-46e4-9d96-9ea230115e6b,2024-09-23,12.989166666666666,6.0,0.0,0.0,False,0.0,0.0,False
CPP02,40099742-8937-46e4-9d96-9ea230115e6b,2024-09-30,158.0211111111111,46.0,0.0,0.0,False,0.0,0.0,False
CPP02,40099742-8937-46e4-9d96-9ea230115e6b,2024-10-07,160.0186111111111,53.0,0.0,0.0,False,0.0,0.0,False
CPP02,40099742-8937-46e4-9d96-9ea230115e6b,2024-10-14,161.0211111111111,50.0,0.0,0.0,False,0.0,0.0,False
CPP02,40099742-8937-46e4-9d96-9ea230115e6b,2024-10-21,158.50694444444446,73.0,1.0,0.0136986301369863,False,1.0,0.0136986301369863,False
CPP02,40099742-8937-46e4-9d96-9ea230115e6b,2024-10-28,41.83305555555555,34.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-04-01,170.0,0.0,1.0,-1.1,True,1.0,-1.1,True
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-04-08,170.0,1.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-04-15,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-04-22,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-04-29,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-05-06,71.51861111111111,29.0,1.0,0.034482758620689655,False,1.0,0.034482758620689655,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-05-13,159.90027777777777,50.0,1.0,0.02,False,1.0,0.02,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-05-20,139.88861111111112,34.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-05-27,36.81527777777778,11.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-06-03,162.66944444444445,57.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-06-10,158.39638888888888,56.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-06-17,166.0661111111111,57.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-06-24,29.07138888888889,13.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-07-01,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-07-08,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-07-15,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-07-22,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-07-29,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-08-05,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-08-12,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-08-19,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-08-26,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,,2024-09-02,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-09-09,57.098333333333336,16.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-09-16,165.69611111111112,59.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-09-23,160.28055555555557,50.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-09-30,164.41555555555556,51.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-10-07,160.50083333333333,53.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-10-14,163.8827777777778,48.0,0.0,0.0,False,0.0,0.0,False
CPP03,440b6470-efce-479e-be17-8d0f6792e339,2024-10-21,90.83027777777778,33.0,1.0,0.030303030303030304,False,1.0,0.030303030303030304,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-01-08,3.4827777777777778,2.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-01-15,170.0,1.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-01-22,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-01-29,51.87416666666667,2.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-02-05,170.0,1.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-02-12,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-02-19,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-02-26,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-03-04,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-03-11,88.5586111111111,7.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-03-18,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-03-25,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-04-01,19.96638888888889,2.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-04-08,48.24055555555555,2.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-04-15,29.086666666666662,2.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-04-22,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-04-29,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-05-06,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-05-13,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-05-20,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-05-27,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-06-03,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-06-10,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-06-17,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-06-24,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-07-01,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-07-08,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-07-15,26.54555555555556,2.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-07-22,68.53055555555555,2.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-07-29,48.13777777777778,3.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-08-05,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-08-12,20.10472222222222,2.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-08-19,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-08-26,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-09-02,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-09-09,170.0,1.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-09-16,48.59166666666667,6.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-09-23,22.6975,4.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-09-30,77.9975,7.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-10-07,98.93166666666669,16.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-10-14,100.01444444444444,19.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-10-21,99.33583333333333,23.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-10-28,98.79555555555557,24.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-11-04,99.74027777777778,14.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-11-11,75.42138888888888,8.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-11-18,92.42111111111112,6.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-11-25,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-12-02,75.02055555555556,11.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-12-09,27.8825,6.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2024-12-16,72.19361111111111,4.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-12-23,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2024-12-30,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-01-06,0.4105555555555555,2.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-01-13,170.0,1.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2025-01-20,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,,2025-01-27,170.0,0.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-02-03,48.45611111111111,4.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-02-10,92.22805555555556,6.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-02-17,67.12555555555555,4.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-02-24,94.98416666666668,5.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-03-03,99.11138888888888,13.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-03-10,99.9113888888889,7.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-03-17,97.03555555555556,4.0,0.0,0.0,False,0.0,0.0,False
CPP04,ef99dd6f-0d62-4d64-a6fe-a7a475e08f55,2025-03-24,48.65972222222222,4.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-03-04,30.94527777777778,12.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-03-11,152.24027777777778,57.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-03-18,152.23416666666665,65.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-03-25,153.17083333333332,110.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-04-01,150.85833333333332,102.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-04-08,151.4427777777778,86.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-04-15,151.63222222222225,82.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-04-22,152.73888888888888,101.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-04-29,152.73888888888888,126.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-05-06,152.25611111111112,83.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-05-13,153.34694444444443,94.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-05-20,153.34694444444443,121.0,1.0,0.008264462809917356,False,1.0,0.008264462809917356,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-05-27,152.9638888888889,113.0,1.0,0.008849557522123894,False,1.0,0.008849557522123894,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-06-03,153.34694444444443,143.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-06-10,153.34694444444443,154.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-06-17,152.25611111111112,98.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-06-24,152.9638888888889,82.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-07-01,152.94194444444443,126.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-07-08,152.62805555555556,162.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-07-15,150.90027777777777,83.0,1.0,0.012048192771084338,False,1.0,0.012048192771084338,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-07-22,152.3733333333333,46.0,2.0,0.043478260869565216,False,2.0,0.043478260869565216,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-07-29,152.41916666666663,93.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-08-05,152.6175,168.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-08-12,152.23416666666665,135.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-08-19,152.94194444444443,50.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-08-26,153.17083333333332,59.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-09-02,152.41916666666663,123.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-09-09,152.2736111111111,186.0,1.0,0.005376344086021506,False,1.0,0.005376344086021506,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-09-16,151.8108333333333,97.0,2.0,0.020618556701030927,False,2.0,0.020618556701030927,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-09-23,151.23166666666663,43.0,2.0,0.046511627906976744,False,2.0,0.046511627906976744,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-09-30,152.56277777777777,85.0,0.0,0.0,False,0.0,0.0,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-10-07,152.24305555555554,163.0,1.0,0.006134969325153374,False,1.0,0.006134969325153374,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-10-14,152.1147222222222,141.0,2.0,0.014184397163120567,False,2.0,0.014184397163120567,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-10-21,150.52277777777778,56.0,2.0,0.03571428571428571,False,2.0,0.03571428571428571,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-10-28,152.14444444444445,52.0,1.0,0.019230769230769232,False,1.0,0.019230769230769232,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-11-04,152.94194444444443,109.0,1.0,0.009174311926605505,False,1.0,0.009174311926605505,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-11-11,152.62805555555556,187.0,1.0,0.0053475935828877,False,1.0,0.0053475935828877,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-11-18,151.83027777777778,110.0,2.0,0.01818181818181818,False,2.0,0.01818181818181818,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-11-25,152.54333333333332,42.0,1.0,0.023809523809523808,False,1.0,0.023809523809523808,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-12-02,152.54944444444445,67.0,1.0,0.014925373134328358,False,1.0,0.014925373134328358,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-12-09,152.73888888888888,155.0,1.0,0.0064516129032258064,False,1.0,0.0064516129032258064,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-12-16,152.35583333333332,162.0,2.0,0.012345679012345678,False,2.0,0.012345679012345678,False
FPP01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,2024-12-23,152.23416666666665,65.0,1.0,0.015384615384615385,False,1.0,0.015384615384615385,False
