product,instrument_id,test_id,ibp,fbp
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,d7abc4e525ee128b7f20b471690debcc475ffc6381250aa13e35b0f1155c80f6,37.056,149.481
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,6d7bd81bc2f116fcca7c70f6224f6d8f69e9eea3101462140e56d73939e49a52,40.213,168.477
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,d4b83e8140d2902a9b75e7c862540785420d3e57e067213c522a7908b7eddad1,119.557,128.123
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,a428d9455b9a7c26ad224d31627fd3677c182f60bec5695c30dbe67db556f233,34.898,147.961
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,7c9342cf4d89603d602f3df4a721d6452a2a40cd3718f6d275f5e08f2a591b2c,33.503,151.264
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,141e9d9a7863b87db8d110f2bb280257861ad9dfbbb2bb3a97af05fc7c406bb5,61.556,137.443
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,8e9c98edf2ea1fbf024ead962fe77e4980b59b8a054d9b7ac940c1b625a43d3f,33.503,151.264
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,f9b869e61e2d4a0cad98e5f4f580a3eea6eb2f93b2b3cfaa6710dbdf836178f2,26.204,153.975
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,8418d03e980becc1b8646e3ea5300a34f08b19f8c37783541c5510c80661b64f,71.89,149.444
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,79203e1252a396973f640385cead617fc51e15972e34601a410f4859d71f8c9f,35.417,134.511
AUTO G1+G2 GAS EVAP,e1326398-e01a-445f-9caa-c175da8ac7d3,b2d0ac8ffb3d681933fa7c4da203ba07aeae894d2e5c86abb3c7339c251dd827,36.713,140.302
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,3802699c57bf8e6a9948541db856ee93f653dbeaf94d479435ad1f972d3e88c4,28.516,153.775
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,30faef08d4be2eff2317b4ae26f1662c20776046db53b8e23e2ecf3000e29679,36.024,153.769
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,31757fc3b188db82b4c3d852a0c1343091476764240f7b1af1e32137431743eb,58.173,146.669
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,b5dc65a9cc8b7202f81820aae03e934053cd95bda6494fa8c6042df6633023f0,29.112,50.063
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,4eeb5478645ca99dfad4d44bbe0201dc86a83110902d11af40091fbd0141b8c5,33.358,126.111
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,6672682364349d4e37fd19acfdf584d98ed20e823476df50d2c4968f5e6ec41e,33.17,150.536
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,cf9f5b0ea8201477c3160adcceb76b8c308512f40b3b4146af006293e979738c,28.308,175.052
AUTO G1+G2 GAS EVAP,942706ef-836a-4464-bc76-74aa97b76f8b,a0d7706e26dbf544a0c934bf4385c480d13697e33082d51c6e74c644e9a961a0,43.124,151.123
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,065076c2ffc14b384abd390e2a170fc39dc4a86ef5c026197b38d3fe2204a2f9,27.83,173.055
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,768e85bc979dd7d5b7859606e73b693c17ed2fc981dd144713dc39bf0eb26e47,34.421,146.795
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,50d1d1e61155eeb3cec36b11c3bb8c3d4531f9836aa11aa35586f34b1e4bff33,50.702,129.751
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,8b6dfa5d62cd27af88186a3c83e6bccbfbcc9008babed4e9bcb0862bf29b5b59,70.837,120.742
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,da56d6569f6b1403dfeb578908964f37b4aef2eb5066c65700b9e13ab19a6cb0,39.684,150.214
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,9ad10f9d23d3e73b9685e10fdef764f5c9fe7f751ad6165c4031ec0b869a1eb2,26.996,108.827
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,309c376fd3de62c81e00e4d3b298935a86b2d51659f178860dbddb5c097c4c5f,74.789,110.686
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,121d471ecc1416de1370c7406047ab749869fa48446fb6ad3935f877355515ec,27.528,46.434
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,ff7022551d6f55c874f90cd42a5479c9a071b3c39fd18bd31872a0c713b83f08,32.405,146.838
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,6e744d59967b6395fa0fc400beededd779353f74236bd43e31c565f9db055acb,39.967,150.299
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,94f6b932b4a0e8885dbef888093d69f0b512ae170bb26adf8d9b1a51cff34efc,26.857,19.91
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,0c12588ac7e5f6ba554bfcbd757b4d7d49825ae1f1ced50321003fd2078cacec,59.228,104.393
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,16987a817c4c37b82a066d489cb0ef43b68b5a1d9b408cd9f2643135f4324cab,25.618,151.095
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,7374ee25c5715dcac66eafeed5939db602c6e01baa8f896d215775bc993e5d78,47.13,143.702
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,0bd1f2c8a7c9e7ef617d70c738c307a25d28167aae72ace10b07b6fc6d0955a8,35.336,36.845
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,759bf8d58ee967e84f89098096a3aa6840132ade61336e49a972117e118967b6,35.81,143.569
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,3cb6a2b6dd477becf4278adc7e5aa5320ce0ecd0bcb23881c023cfd49348b8d5,25.218,146.07
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,2b52d4ec4e62e7ac28f31d0d72f60a0e9c510a141a9791e8bf90424efe9b18b2,33.449,146.415
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,bc344ebb7e9798b42a19ad09687b46abb0d43970b1160e271dd631cfb94e9ff4,38.579,166.955
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,f746bd9621e561dfd2d7a2b2db323c051a7c80b2dfebbb75b26dd0c9d4669bf3,28.502,60.191
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,a4d21d4b61aadc2b5009a5917945e86a70f375274d18a1e31cd107264018795a,116.719,132.483
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,ffd5cc5931d4a8bdd400655a226b9a0198cbbfffcde07406cdd76a0625ed0afe,35.81,143.569
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,7ea7450e7801342c5f7a74ca33ab338bedd522786d316122c78982068ad30942,42.185,44.907
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,33ebf11a209e6c60210e6edbe35232d99db98eaa8650b0cd7fbdbe18c5b9517e,44.685,135.694
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,789b1e00c1d1466ebfda50174cf41fbead57217a3c3cac8ea67a1ee565e87fdb,33.298,153.141
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,0bfae5a586d85176cdaa34d6dd36a8a993905280f00c2171d81fe9a4a1a8c054,31.601,50.347
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,600b6aeff3ba33802a7902cb531e79f71efedafb6c5ddfd8772d62b76d451ecb,42.427,151.829
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,de99edf1cb4ad5b0dc3b7d192cb94e56e9e0c2e8058b7ac254d3e1b891c38eee,36.551,108.754
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,33715ac40816a4b92356b7ea7d6e31ecf431ded6646b65b834b9374804924e94,50.953,153.911
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,a64e3a36105b534a5aa829c2da07182dc7e5c409d3c654188959e08037ecb728,50.458,135.176
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,381b5790ae8084199e727a35c0376eae7acd43dd4c08fa4f9d5b5c1a65ed2e30,51.179,143.988
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,366267bc355ea04126f056ad2506a6a3ff601eb5966105d6ab493bde1e9df4dd,102.972,127.458
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,c54046422894c0603fe66baf657d0932465b4b7d1a190c7cac37afac2e286652,25.289,155.936
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,e8731c8b8145bce0a9e19ef2abbeaecc1fea2d910aebc29e7b2f0ffd552388d6,25.281,143.974
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,be28be83be99961637ec0e0fcb604e3cd127880f07c789819beba43bef8f3c45,29.197,72.262
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,b86dee60dba3fe13daa171d65d8a612738e909f436a4ea0539a2f004361157ea,27.1,72.712
AUTO G1+G2 GAS EVAP,e1326398-e01a-445f-9caa-c175da8ac7d3,910f7e4eaac1b5e9c6c3d680837bac4abd6478dbeeb2efb9ed36bf5b5b2732fc,33.324,140.199
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,13a1850f1925cea5bf0f496f772a5ceced3d0f6d92ae05542a6919d5932ce67f,35.698,152.266
AUTO G1+G2 GAS EVAP,e1326398-e01a-445f-9caa-c175da8ac7d3,1ee63245e95f58f4c875843df777e60fd060e05646bc32514ad9ef459858a39f,29.686,134.282
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,3e7533156c00751fc9f2faaa195a8116286d1224e1ce76185477a8235c940f5d,123.826,124.633
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,05d16479f622b49f9f8dbe2770841b435dbfc32e623b8659bca79459512544c4,32.577,133.842
AUTO G1+G2 GAS EVAP,e1326398-e01a-445f-9caa-c175da8ac7d3,6a3ef8e5a2b0f4e4656be6786662696b53e531825cf0040bc9995f057d449360,35.961,141.745
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,cada74c4e44214db323fd9bfdba719036ed536e9cac05c2461e09cffaa3814d3,19.971,143.364
AUTO G1+G2 GAS EVAP,e1326398-e01a-445f-9caa-c175da8ac7d3,14987ae3af2aa5496e999e29ce3de7f34558be4b3376a5b3f7270651a3d698d8,34.482,144.459
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,2439bc064afb25e1c7cbcaed1550e52950dbcbbdfa3c2b49f36c425b3d7f24a5,41.029,44.486
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,bf14681d2f4dc49775224f5a80da3e986f7d33db597e2b53d3f788ffbcc5afb6,36.023,144.737
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,d2da3e972d6df1b6048766e42541c4a776614bc1a75ae914ec1f6339b2b78797,36.506,163.167
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,516f50af6f00e5cf54eaccdcada003719687a124b76ce97110d1da0241591e29,32.862,139.092
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,ae43c16908c97d212b4a1325cbca0925856040a541eea6a4dbdd8b296fa7882e,97.888,98.225
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,800becb60a87e552b78b8206ed659209e8243cf0cd23bcb1c1ae6337d402fe16,102.067,125.791
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,8b7587735070bf747cca809c6dc7dd8570ae2ae4eb069f70e4af7ee2fa169816,27.783,143.66
AUTO G1+G2 GAS EVAP,e1326398-e01a-445f-9caa-c175da8ac7d3,5c756fa9cea7659c448dafcc067c962771fd8332c75cb120557bf23156b6a3ab,31.104,123.679
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,a43dcac393e3a621771c63abe8473add60232d7676e608ba5e8594eb1dc3e69b,35.364,121.507
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,8af73e5ad7cefa248801e949acad644f0d3de387c15bbab04cc069d0df72b2c9,38.675,127.802
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,af32689f6d53d364cdb28dae569091965a911caee635d5e3db05ff226be6440b,33.665,127.53
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,2c2a06892ff8cbc0fa9fd53255638c8b78e1c94d09883053cee8419f803688ad,26.349,38.754
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,f728364fbe86dee6678579a79d847c332c2ab776c5296b9cc54eacee8e14c5f2,38.945,167.854
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,80cd4c32bd8ce69f50bc9fb44d59adab3bdf4b225db22705ef8936f9c95497e8,43.708,148.785
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,409b4ad2d5ba769a4b2edb7851a7368221bbc63befe21d1130530b03791f2c8c,35.614,171.217
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,78a84448fea90e196507994316c1c079ac731e154df2e0108fbd05734d85f34d,27.56,72.51
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,e4220b8ed642b893faad4241634857edc8f41bb8d852537b0ae73c53622c91a3,25.134,181.948
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,3859659be3a597c1657e5dd66ce8f5ef09c0c006e5cbb26fb0e780af3c3ab461,107.838,137.882
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,4b799bf0e06a52d934ca2eae5e11ef43424201fb39a67da54326cbc6d0873495,34.114,114.503
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,7e7d0c3d2d997d9e4c1decabe2fbe7c3123cba6a72a4e058967787fca0bdb8d9,40.103,132.875
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,b3842dade3b8c3a4a2b81373c3ea46a5325fb98fd58617013444085801d5cda3,34.651,137.916
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,37264cb65da9d0c46c693d48bb35d98c05292a56e9b061532742df0b43ade77e,27.868,134.097
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,160ede67f854f771f0778f6cc6cfdc8d7d3f35d6cc104e00667bfb0fb4c5be05,26.233,161.049
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,bd085e8e9f6f98d34542b6cee223dc10655a78207df521116ce9a839c85e5ccd,24.305,158.466
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,98dacd1075c9f48211cf8cd341eebf3f17a99757011d2fa32e5f2081e0e491df,96.874,120.665
AUTO G1+G2 GAS EVAP,e1326398-e01a-445f-9caa-c175da8ac7d3,c2e3d0ed4646a9ddfa8a140c7e37aa46a7fce35a59f427dc46d0af6e12431519,40.537,292.704
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,a447ffcca26ad00e5a2d12fcc46d1ba9b6976d30960b05d07458eac6c15ff804,65.145,126.393
AUTO G1+G2 GAS EVAP,e1326398-e01a-445f-9caa-c175da8ac7d3,34f8b58797d7a6d39e0fbfa4c6ec66dcf68ac5263e1adbd1a0e738b4e8ccf8fd,32.214,33.006
AUTO G1+G2 GAS EVAP,e1326398-e01a-445f-9caa-c175da8ac7d3,98cc060d04120b4ac4126aac51d63e24e4f82f1f4fff3c4dcb95832eb8735a01,35.512,139.685
AUTO G1+G2 GAS EVAP,942706ef-836a-4464-bc76-74aa97b76f8b,fe77fe74fa4a0986a34d47b2c4f50c87e0d1bcf2799c12e05fc29769f23dc15f,34.138,136.814
AUTO G1+G2 GAS EVAP,942706ef-836a-4464-bc76-74aa97b76f8b,010740a38057d7084bef96a04e72773f2f380d9951868ac404334ff9fee3295d,30.082,84.551
AUTO G1+G2 GAS EVAP,942706ef-836a-4464-bc76-74aa97b76f8b,962a2a06c8d4ebf3c9ea59e7f1c5355142224da3b03eadd1f52bd83b3fd6fe2b,47.536,137.384
AUTO G1+G2 GAS EVAP,731f339c-0327-4a22-9df3-3324da5ac628,8cdbc5bf729ce0fd622a0457e566aedf13df2ba9e0241c3ac88f29a6757fdddf,41.75,44.582
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,e1ae202f2302bce41c424da201eba287c72a460f8aea8e2a0edef7cbba287a1a,95.765,117.596
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,bf66fcc73c24353cc7c13f44030592b7ff15dd7e2aff7e990cf509b203b41ed5,97.003,119.351
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,e602094f6d692e99bf9527da64fd162cde705075bd3a0ae14e37af81ce2697bd,25.079,151.765
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,9b9185eefb5fb8dd80f37b8de6511beb1b7238b54e57222237113287c4b4a4ee,32.214,36.86
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,e1975d13f834584d63c281ec54d91c2f71e4c6d291c55797507cf87515c5209a,60.385,145.09
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,30557c21186df3f7c6399cd732cd090ddf2a2a43ef05c8a46ac6d61af9fba22d,81.346,135.249
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,e52da6331faba01c3ea8fbffb7bacffefbe30657829b145eeaeaa28494eb809b,70.738,119.63
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,b05010eb07b0744f02dd8471daf8464e8dbe340a451654b6740060b2e87b2ba3,26.099,155.115
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,2637ca88f6140d0b6b047e22120df1a1af687d264d2f79a717dd4ee8d0ecc9d2,31.601,50.347
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,84be4f1b6ddc99b4e9e291b0c526e9d389757bf33704d886b509b4810df4d8d4,101.201,122.592
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,ffec439165cdcd7faa1a8c66329ae2e653c99ce5ab5a0415bc4cdb6b5de0dcc4,40.714,141.397
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,18ea217778711d25cd7609ef03d8dfc894473289173f710200820dc35703403c,35.896,150.174
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,669bc1f90256fbebb87d72c828b7247e487424fa74b6ddb6bd4838bfd82c9ddd,38.012,150.196
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,7772233de1c4d14d4446c3cb374d41044b084741d6fd8ae9f1b7a9fa30c2b4f4,32.877,159.341
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,70b573f2ce09b13e42a516bbca98e1dc30050d01e62bf259b3876202e8bcaa1c,27.3,79.429
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,038e30f79734dca40143f49f9c79f4c4a83d975be7aab25a91f94105e938fd87,25.281,143.974
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,76d689c987847b7cfc2b6ddcbb74c03c3de387689f04cfccb0f731dfd87ef0c9,33.503,151.264
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,bf36f8932aa65fb9966fa016d9da817638a4c4a2129321173c51dc6f73e17377,26.857,19.91
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,b6e8ddf489593aeaa5a09bd2a1462ab656d94fb8d518799c5050616fa86996b4,31.672,148.085
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,088bd041dec97986430f499d51bb3c6263611235358f468b072f87bac8b544f9,45.447,134.092
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,9f8a4c4a19cca2ffe7c49d183256746b173ee0858d75bb387f503c45a19a0c03,49.246,147.059
AUTO G1+G2 GAS EVAP,2ed1d374-7800-48a8-9a5e-dca96443823a,467148b1a62419c00ca7277b6245adcc1c29be5e368b8878c5a051017706b6aa,19.971,143.364
