product,avg_ibp,std_ibp,avg_fbp,std_fbp,avg_t50,std_t50,avg_test_duration,std_test_duration
189566-1x,25.82,,40.539,,39.867,,35.86666666666667,
189571-1OPTT,27.312,,60.036,,43.236,,32.3,
189706-6xzxxzz,158.488,,228.934,,199.877,,39.35,
189777-22,24.634,,35.463,,37.84,,35.233333333333334,
189778-6a,26.293,,43.319,,40.709,,37.016666666666666,
189812-7a,43.337,,154.272,,110.45,,34.1,
189814-61x,34.188,,134.741,,83.358,,32.86666666666667,
189872-6a,32.56,,141.571,,83.844,,35.666666666666664,
189883-6opty,55.694,,130.194,,102.363,,35.9,
189914-12optee,36.12,,155.205,,93.006,,34.6,
190043-8a,27.146,,73.022,,47.584,,34.53333333333333,
190092-29 compoptt,37.853,,135.378,,80.322,,35.11666666666667,
190135-27optx,50.568,,108.37,,81.28,,35.9,
190154-20x,51.068,,132.24,,98.197,,37.5,
190170-100x,37.696,,131.611,,93.921,,34.18333333333333,
190280-8x,27.964,,69.718,,45.561,,39.25,
190296-8a,36.23,,122.396,,69.787,,36.36666666666667,
190318.11X,50.281,,144.258,,101.888,,34.43333333333333,
190406-11opyy,32.835,,83.886,,54.168,,33.833333333333336,
190425-27x,36.475,,132.352,,87.645,,37.0,
190425-52 jb hb mtbe,42.808,,45.515,,55.039,,34.666666666666664,
190447-10opptt,29.543,,81.652,,52.56,,35.1,
190557-13  ez,31.805,,150.343,,78.53,,67.43333333333334,
190557-26 ez,33.236,,147.642,,82.053,,34.21666666666667,
190557-5X,36.391,,158.931,,100.51,,35.03333333333333,
190606-4x,28.407,,79.373,,49.871,,35.61666666666667,
190613-2 jbva,44.7,,157.753,,101.228,,36.21666666666667,
190645-52zzz,38.376,,126.385,,82.087,,34.666666666666664,
190691-26 ez,27.855,,77.848,,48.806,,32.7,
190694-12a,36.09,,139.297,,85.635,,33.166666666666664,
190708-6a10,36.032,,144.981,,81.587,,35.18333333333333,
190714-13optx,37.554,,173.438,,122.206,,36.2,
190723-3 ez,37.123,,109.34,,73.902,,35.3,
190751-6 ez,35.967,,155.455,,68.848,,33.666666666666664,
190770-6 jba,55.481,,78.422,,73.976,,37.53333333333333,
190779-2xxx,35.179,,127.501,,67.378,,36.23333333333333,
190836-6zzz,30.2,,86.923,,51.885,,33.53333333333333,
190844-199,32.29,,99.306,,61.771,,32.666666666666664,
190878-16x,33.788,,125.816,,65.627,,35.266666666666666,
190878-366,34.337,,126.872,,65.563,,37.38333333333333,
190884-6 ez,38.462,,155.782,,91.387,,35.93333333333333,
190934-66,35.024,,150.928,,94.276,,34.85,
190993-11zzz,28.171,,76.886,,49.489,,32.4,
191097-6 spkqqq,36.768,,144.386,,116.757,,35.06666666666667,
191102-6 opjb,46.941,,167.277,,102.348,,34.166666666666664,
191120-3ppp,34.437,,118.272,,87.238,,35.4,
191182-19ppp,57.616,,87.019,,76.596,,36.28333333333333,
191194-3x,42.286,,106.363,,79.491,,35.61666666666667,
19119511DDD,52.999,,156.192,,111.191,,37.73333333333333,
191216-196optwww,27.793,,77.724,,48.071,,36.0,
191230-6 oppjb,41.842,,44.453,,54.522,,38.36666666666667,
191237-29 ez,35.143,,136.266,,64.632,,36.81666666666667,
191237-29zzz,35.145,,148.031,,66.641,,37.333333333333336,
191258-26a,31.091,,93.687,,52.648,,37.43333333333333,
191283-15x,35.546,,137.485,,83.036,,34.86666666666667,
191286-76a,33.639,,133.248,,81.503,,35.9,
191304-12A,149.788,,156.224,,162.999,,37.35,
191322-17x,27.5,,74.524,,47.576,,34.3,
191331-13 opppp,27.93,,79.211,,48.967,,33.5,
191332-6x,34.574,,131.082,,95.578,,33.46666666666667,
191353-26A,31.67,,119.885,,56.885,,36.36666666666667,
191357-12a,45.794,,130.111,,99.121,,35.85,
191393-6optz,35.25,,103.743,,69.544,,32.9,
191403-6 ez,26.718,,65.315,,43.236,,34.71666666666667,
191408-1x,37.412,,109.049,,83.464,,35.0,
191467-17OPTTTT,27.71,,81.779,,49.041,,36.21666666666667,
191504-11A,52.975,,130.86,,67.274,,36.43333333333333,
191506-77,27.044,,79.99,,48.495,,38.55,
191508-41optt,34.707,,129.093,,80.154,,36.6,
191541-9optttttt,39.185,0.14424978336205363,111.77199999999999,1.0974297244015314,97.243,0.2658721497261402,36.608333333333334,1.1902964149973576
191548-6OPTTTT,35.776,,135.033,,84.523,,35.333333333333336,
191549-32 ez,34.5185,0.3641599923110724,150.999,9.755245153249604,80.9725,2.8927738418341566,35.233333333333334,1.3435028842544368
191557-25 deeeeeeee,49.27,,155.941,,98.214,,36.78333333333333,
191579-49CCC,114.898,0.0,134.382,0.0,133.238,0.0,39.81666666666667,0.0
191595-19b oopp,42.878,,44.496,,54.951,,40.4,
191620-33rrr,35.711,,138.862,,65.067,,35.233333333333334,
191656-7 ez,35.87,,138.661,,67.048,,35.916666666666664,
191711-19,27.759,,77.363,,48.404,,33.333333333333336,
191712-17 opppp,37.012,,102.575,,105.515,,34.38333333333333,
191732-6 oppppp,35.834,,127.251,,88.172,,33.38333333333333,
191738-20 opppp,35.111,,137.159,,65.923,,32.266666666666666,
191743-9 ez,52.245,,113.27,,99.853,,36.833333333333336,
191760-6 ez,31.686,,78.677,,54.35,,35.71666666666667,
191760-7HB,35.481,,150.204,,65.649,,35.516666666666666,
191764-6otyppp,28.178,,84.591,,48.801,,33.35,
191767-2A,34.526,,137.329,,65.577,,34.45,
191768-6optt,72.616,,141.899,,112.196,,38.31666666666667,
191769-18 oppppp,42.184,,44.588,,54.733,,35.25,
191785-12 opppppp,38.399,,145.502,,91.093,,35.733333333333334,
191829-122,28.293,,87.836,,47.431,,30.066666666666663,
191839-1aaa,42.245,,111.827,,78.795,,36.7,
191851-1aa,38.461,,169.134,,90.019,,34.083333333333336,
191878-16AA,34.68,,132.762,,83.54,,36.03333333333333,
191883-7 oppppppp,42.4475,0.023334523779156954,44.6305,0.1322289680818827,54.8595,0.02050609665440982,35.775,0.6717514421272222
191889-7x,59.977,,86.291,,78.078,,35.06666666666667,
191901-37 opppt,34.96,,136.413,,65.87,,37.41666666666666,
191928-6AAA,32.585,,151.924,,69.14,,48.41666666666666,
191937_14ABC,32.588,,139.603,,81.089,,34.8,
191947-18 opppppp,28.586,,76.41,,49.602,,34.88333333333333,
191953-71AAA,188.801,,341.973,,284.556,,38.56666666666667,
191974-6 so,35.495,,142.6,,89.426,,33.71666666666667,
191978-22 ez,36.171,,145.716,,79.381,,34.166666666666664,
191979-16opywww,32.059,,128.532,,74.054,,32.75,
191979-23 ez,38.638,,127.963,,74.866,,34.36666666666667,
192039-12so,35.435,,136.264,,90.069,,34.3,
192057-2 opppppp,35.182,,119.104,,65.519,,35.1,
192103-6so,36.068,,133.842,,95.829,,36.56666666666667,
192117-200,42.975,,158.636,,91.929,,37.53333333333333,
192158-26x,34.573,,124.339,,65.758,,33.75,
192178-2x,27.487,,167.207,,65.506,,37.06666666666667,
192183_111A,35.051,,125.721,,80.298,,33.65,
192193-3 ez,34.246,,137.159,,66.388,,35.583333333333336,
192208-6,27.837,,75.825,,47.193,,32.18333333333333,
192211-6,37.222,,147.571,,88.986,,33.05,
192216-7leo,27.566,,75.62,,47.29,,34.18333333333333,
192217-12x,27.421,,79.78,,46.159,,32.55,
192217-6AAA,27.075,,79.056,,45.108,,31.98333333333333,
192219-9optrrrrr,33.9,,131.446,,83.21,,35.15,
192232-20 oppppp,33.607,,148.251,,91.211,,34.516666666666666,
192234-38 oppppp,42.708,,122.045,,83.58,,36.56666666666667,
192246-6AA,35.977,,149.764,,90.622,,34.333333333333336,
192264-24AA,35.162,,130.831,,66.654,,34.28333333333333,
192309-5opttttt,31.244,,58.879,,48.486,,33.75,
192315+7 EZ,54.403,,132.155,,102.066,,33.96666666666667,
192328-77,33.914,,140.459,,66.617,,36.41666666666666,
192329-9,28.246,,78.723,,49.112,,32.18333333333333,
192379-15BBB,34.589,,148.317,,83.498,,36.41666666666666,
192379-9A,35.923,,142.95,,83.977,,35.18333333333333,
192380-13optttt,42.109,,122.555,,81.965,,33.3,
192383-88AAAAA,36.171,,131.511,,86.793,,37.73333333333333,
192383-88X,36.084,,133.388,,88.506,,35.333333333333336,
192385-15otttt,37.977,,142.415,,112.347,,36.516666666666666,
192392-22abc,40.124,2.6898341956336282,159.68200000000002,26.997336905702358,103.3045,5.972930980682769,54.275,25.89189330444741
192394-22CCC,33.788,,144.164,,93.466,,34.2,
192428-1 oppp ez,37.296,,115.801,,68.77,,34.31666666666667,
192429-7 spk optttt,35.972,,157.354,,69.198,,35.266666666666666,
192433-1optttttt,34.668,,135.166,,65.498,,33.516666666666666,
192434-1 opppppp,35.084,,127.302,,67.299,,33.38333333333333,
192439-6BBB,36.178,,137.983,,90.582,,32.85,
192439-7BBB,35.9255,0.023334523779156954,109.53550000000001,33.87677877986631,67.24350000000001,0.25809397513309124,30.65,9.545941546018392
192448-1SPAVID,40.704,,148.452,,96.21,,35.983333333333334,
192448-2SPAVID,39.436,,148.3,,100.334,,33.483333333333334,
192448-4POOP,40.272,,148.742,,95.57,,34.63333333333333,
192448-6RIZZLER,39.807,,148.481,,99.806,,35.2,
192458-26 oppppp,36.626,,123.47,,77.143,,34.95,
192493-1opt<<,60.552,,64.455,,72.566,,37.23333333333333,
192520-1,99.385,,100.123,,110.6,,24.8,
192556-6AAA,34.918,,142.223,,65.393,,35.13333333333333,
192558-6opt<<<,29.217,,90.391,,51.467,,35.416666666666664,
192574-19opttt<<,27.472,,76.909,,48.213,,35.68333333333333,
192595-5 deeeeecubed,35.572,,169.172,,74.463,,31.65,
192595-5 deeeeeeee,37.33,3.6104872247385154,290.426,0.8796408357960851,85.1645,6.672966694057442,35.108333333333334,0.22391714737573737
192600-13 ooppppp,56.632,,167.564,,73.243,,35.8,
192605-19AAA,31.133,,90.607,,55.556,,33.233333333333334,
192606-1 oppppppp,34.79,,128.641,,82.431,,35.2,
192606_13GGG,33.531,,148.909,,82.745,,35.55,
192648-9OPT>>,38.306,,128.317,,79.664,,35.233333333333334,
192710-7AAA,35.982,,144.065,,65.606,,36.66666666666666,
192729-1a,34.782,,135.841,,64.806,,34.1,
192729-2,36.112,,139.512,,66.073,,33.5,
192734-1a,34.23,,125.376,,65.531,,35.6,
192738-7 ez,43.569,,126.412,,80.213,,69.73333333333333,
192765-4GGG,65.892,,280.951,,208.787,,30.416666666666668,
192767-24so,167.509,,231.877,,203.93,,38.98333333333333,
192779-6AAA,35.585,,128.479,,69.858,,35.53333333333333,
192788-19opt;;,35.333,,82.264,,59.456,,38.7,
192830-19opt==,27.524,,76.733,,48.337,,36.03333333333333,
192834-5 opppppp,35.309,,145.666,,66.66,,34.71666666666667,
192851-15 ez,33.003,,139.389,,83.827,,35.18333333333333,
192865-7xxx,35.514,,156.331,,67.289,,33.766666666666666,
192868_1B,36.802,,129.721,,66.311,,33.78333333333333,
192907-6so,59.4,,84.452,,77.178,,36.38333333333333,
192922-7opt<<<,34.432,,127.656,,67.157,,68.3,
192935-244,34.756,,155.742,,91.926,,35.75,
192937-15opt<<,31.928,,80.007,,55.906,,32.86666666666667,
192957-5 ez,36.955,,158.541,,71.746,,32.55,
192972-1 oppppppp,35.311,,140.826,,65.618,,35.416666666666664,
192985-88opt<<,32.107,,132.563,,78.769,,35.15,
192993-15opt<<,43.088,,44.654,,54.931,,71.06666666666666,
193011-3AAA,37.043,0.059396969619672245,138.228,2.6573072836990623,66.8825,0.106773123959161,37.78333333333333,4.784755886028969
193031-6 ez,116.756,,132.483,,135.845,,39.833333333333336,
193038-1 ez,35.62,,140.446,,65.253,,35.53333333333333,
193067-7AAA,34.747,,155.372,,66.809,,32.266666666666666,
193086-14opt<<,35.038,,136.876,,65.817,,34.6,
193087-6GGG,29.012,,88.124,,51.711,,36.3,
193112-6bb,38.054,,129.861,,103.728,,34.4,
193138-1AA,32.519,,114.729,,61.422,,36.66666666666666,
193165-11 ez,27.638,,77.199,,48.747,,31.83333333333333,
193208-22opt<<<,43.32,,120.393,,78.782,,36.1,
1932255-1AAA,34.912,,132.855,,65.425,,33.96666666666667,
193234-11opt<<,40.706,,117.319,,89.383,,36.21666666666667,
193234-1opt==,38.835,,116.166,,98.799,,33.78333333333333,
193234-9opt<<<,40.932,,117.567,,94.255,,36.48333333333333,
193249-6AAAA,34.589,,137.206,,91.147,,34.43333333333333,
"193250-9opt,,",34.584,,134.793,,65.097,,37.18333333333333,
193260-2opt==,34.147,,123.257,,86.358,,34.06666666666667,
193433-10opt[],28.337,,75.964,,48.88,,38.11666666666667,
193462-7sss,30.04,,73.44,,49.19,,31.066666666666663,
193477-13opt==,27.937,,73.961,,48.099,,35.666666666666664,
193505-9 oppppp,27.631,,75.034,,48.289,,35.93333333333333,
193566-6 so,28.782,,69.271,,46.918,,32.13333333333333,
193640-14AAA,124.901,,126.486,,136.87,,38.55,
193728-7x,211.61,,338.08,,284.59,,38.3,
193776-15x,51.167,,111.583,,78.47,,34.21666666666667,
193776-15xx,51.35,,128.085,,78.93,,32.63333333333333,
193888-3opt1,42.935,,105.43,,84.38,,36.06666666666667,
193894-1414,33.01,,146.438,,92.92,,34.3,
193961-20opt<<,36.829,,158.843,,101.7,,36.03333333333333,
193961-7AAA,37.979,,165.01,,95.13,,33.483333333333334,
194095-11spk,33.825,,145.148,,66.257,,34.916666666666664,
194100-6 ez,28.459,,134.839,,90.734,,35.083333333333336,
194126-116opt==,28.776,,86.238,,50.298,,34.06666666666667,
194130-19opt==,27.832,,72.498,,47.426,,37.0,
194133-18AAA,27.117,,75.492,,48.469,,32.516666666666666,
194155-53AAA,36.247,,147.588,,83.603,,33.516666666666666,
194188-1AAA,31.203,,150.604,,89.599,,33.11666666666667,
194211-146AAA,23.421,,125.844,,61.61,,34.05,
194234-888,31.854,,98.163,,53.351,,35.833333333333336,
194252-1AAA,64.936,,115.457,,105.228,,71.88333333333334,
194313-125AAA,40.993,,124.352,,85.14,,34.3,
194318-2AAA,31.999,,134.072,,93.693,,33.483333333333334,
194364-111,30.448,,137.327,,65.845,,32.93333333333333,
194373-19 opppppp,64.769,,122.588,,97.51,,35.9,
194396-6opty<<,27.859,,76.097,,48.86,,34.8,
194397-7optt==,28.792,,135.459,,66.53,,35.15,
194463-19opt;;;,39.394,,172.072,,120.58,,37.0,
194504-16opt;;,27.737,,78.775,,49.22,,36.66666666666666,
194546-6AAA,29.533,,136.611,,93.29,,34.68333333333333,
194570-17AAA,84.635,,147.16,,128.0,,34.8,
194620-144,36.101,,149.143,,104.13,,35.583333333333336,
194668-16optttt,36.456,,147.525,,100.82,,35.15,
194701-6 opppppp,34.104,,139.758,,90.95,,35.8,
194746-7opt==,27.74,,73.44,,48.44,,33.233333333333334,
194762-13opt1111,30.506,,76.836,,50.66,,34.06666666666667,
194773-6b,38.469,,172.108,,118.33,,35.56666666666667,
194796-1 oppppp,24.512,,32.933,,37.46,,36.38333333333333,
194806-4opttt,31.843,,106.079,,60.26,,36.55,
194819-6.10%aaa,25.253,,69.549,,45.49,,31.1,
2002-1 optimize,35.542,0.0,158.386,0.0,90.77074999999999,0.000500000000000019,70.71666666666667,0.0
2043-1opt,61.719,0.0,151.425,0.0,107.49,0.0,29.816666666666663,0.0
2198-1wwrtv,27.717,0.0,159.04,0.0,112.0305,0.0007071067811899238,32.9,0.0
2275-1a,26.352,,154.323,,92.641,,33.03333333333333,
2290-1a,25.116,,165.515,,91.742,,33.8,
2297-1,27.639,0.0,142.034,0.0,93.269,0.0,35.05,0.0
240 CUT,27.218,,74.788,,47.005,,29.73333333333333,
2469-1zzzxxy,37.918,,139.604,,88.254,,36.016666666666666,
280 cut,53.434875000000005,10.646900721906958,121.290875,6.91094629529333,121.369375,9.808833685400993,18.414583333333333,3.065611069617071
330F cut,63.025,,153.384,,164.484,,16.95,
350 F Cut,55.128,,156.033,,108.323,,29.166666666666668,
350 cut,55.60185714285715,8.435581019873922,147.49257142857144,5.850878733351169,147.441,22.771596050050306,19.264285714285712,3.036711009729729
400 cut,61.07276888888889,21.571772652587473,165.3154577777778,23.480389261748922,153.19684888888887,40.83537895202682,20.341703703703704,5.0591695208978384
400F CUT,68.084,,186.601,,173.97,,23.15,
41891-3optt,48.636,,113.758,,85.053,,37.0,
450 cut,55.71625362318841,5.789741963239745,200.91911594202898,13.88975951301983,194.0749347826087,26.16890159277531,20.297101449275363,1.5443969222255916
4607-14tgggggg,32.972,,148.434,,66.285,,35.35,
4663-4eeeee,184.914,,339.638,,277.595,,41.61666666666667,
4678-13,31.892,0.0,145.968,0.0,64.44149999999999,0.000999999999998459,36.88333333333333,0.0
60-40 MeOH Blend,69.569,,88.428,,89.046,,26.0,
650°F cut,69.21549999999999,0.044547727214759206,266.127,14.980764266218221,277.227,14.980764266218161,2187.241666666667,126.81960120580739
85722-4a,62.201,,166.294,,129.428,,32.516666666666666,
85722-4azz,61.423,,150.709,,128.197,,32.1,
ATK,157.038,,224.821,,195.81,,39.21666666666667,
AUTO G1+G2 EVAP,37.628524910233395,16.709326981923272,134.46203388689406,28.89591741106578,85.40456014362657,22.220526094704656,33.38425344105326,2.304093777795415
AUTO G1+G2 GAS EVAP,38.87498450491308,16.646921752010574,134.34420294784582,27.664078584088806,86.63439058956916,20.962314116680318,33.973072562358276,4.220781160730716
AUTO G1+G2 Gasoline,49.96374731182796,24.43012052067964,143.04784296594983,25.226507477718638,107.66567764336918,20.625350146304395,35.25514112903226,4.48400198726418
AUTO G2 High Boil.,64.91745296167248,28.95904461233208,147.63526480836236,29.205019074244117,116.64736933797909,20.541397380449478,33.63765969802555,3.913917649643217
AUTO G3,151.7862092686459,21.80472275871526,228.78638812454741,17.643101286091365,194.9430115858074,14.59405417229646,40.43580738595221,3.006564897306146
AUTO G4,199.544880839895,32.94820070039853,313.7239681539807,39.810770500536414,266.8229431321085,36.6001774347892,38.02864683581219,5.693761076391692
AUTO G4 OPT,199.534,,330.467,,273.468,,37.65,
BUCKEYE KERO,150.23815384615384,1.773931737044106,241.2006153846154,5.450737251945241,198.22223076923078,0.9054953666222476,39.59487179487179,0.9603332903164566
Buckeye Gasoil,215.34009999999998,5.771538770462113,341.0517,4.576886761935347,296.8481,3.0777089206096186,35.019999999999996,2.4068165866703195
CAC 3228-2 VVV,81.148,,305.22,,246.386,,36.266666666666666,
CAMIN 10% RESIDUE,175.6665,46.57234181050257,299.859375,16.510472052934002,256.657875,31.314107594033622,33.71458333333333,4.338114921417893
CAMIN GAS DQC,42.4220625,0.543279114114773,151.8465,0.8127221747518294,102.9741875,0.49058906343972586,36.60729166666667,4.320926549942731
CBOBRR,29.372,1.4184061477588126,148.066,11.11892643198973,73.97333333333334,11.679950056970842,33.455555555555556,0.5302864355267882
CM,204.4095,0.9903125769170038,333.21375,16.490614388695988,249.59550000000002,3.3543617872853235,52.74166666666667,2.5134637455113595
CRUDE INV,59.78345059288537,5.025328566464311,362.6129446640316,32.80337473584723,212.088976284585,23.734854880154103,31.39018445322793,3.4585567992141586
Camin 10% Residue,170.05016666666668,39.37370665181964,312.07483333333334,61.176491858734785,253.90814583333335,42.12268097536943,48.34201388888889,61.146730957040255
Camin Diesel,189.906,,307.83,,256.981,,36.46666666666667,
Camin Gas RVP +9.5..,40.496,,146.099,,97.138,,32.88333333333333,
Camin Gas RVP -9.5,114.939,,133.917,,133.11,,35.46666666666667,
Camin High Aro light,25.474,,39.697,,39.695,,25.03333333333333,
Camin Reformate,68.4805,12.99326780811253,148.9985,12.277353474317383,129.166,0.9907330619294026,33.43333333333334,0.5581052602166365
Condensate,49.197,,149.178,,114.94,,30.566666666666663,
D 850 IBP<110C,99.707,0.0,118.97,0.0,111.46400000000001,0.002236067977503317,31.15,0.0
D 850 IBP<110C TOL,102.76487999999999,7.142095195155733,115.27544,11.806967967687546,115.39435999999999,8.734586266103284,29.106666666666666,1.628010032729119
D-850 TOLUENE,128.71550000000002,41.31695633151116,128.8715,41.387667009629816,139.80849999999998,41.30705683657456,29.94166666666667,7.436406315478525
D1078,65.237,,145.687,,130.328,,27.53333333333333,
D850,76.589,33.50554771974337,81.2895,37.842233608760466,87.94200000000001,33.710608686287465,27.03333333333333,1.9798989873223323
D850 BENZENE,66.2815,0.038890872965259914,84.44200000000001,4.289309734677595,80.4345,0.17606958851544696,25.066666666666666,1.2727922061357835
D850 M-XYLENE,127.9665,0.10677312395917105,128.563,0.8046875169903048,139.247,0.2078893936688428,24.424999999999997,0.7424621202458742
D850 MIXED XYLENE,127.79222222222221,0.43774758074082465,128.079,0.8342989572089917,138.969,0.5541391973141869,31.829629629629625,0.39013688639175825
D850 Toluene,99.375,,99.645,,110.6,,26.53333333333333,
D850-tol,99.22385714285714,0.6032620847170328,102.31957142857142,4.335173578114367,110.87628571428571,0.3834569572914806,28.152380952380952,0.911979357883911
D850-xylene,127.97833333333334,0.6749224646826708,129.03300000000002,0.5352036995387931,139.27666666666667,0.5998744313048685,27.272222222222222,0.13471506281091347
DIESEL,216.63742574257427,19.27564681007956,321.7220099009901,11.266987496660366,277.94060396039606,15.348227531594144,39.479702970297026,4.531425213599651
DIESEL PARA RC,193.80180597014925,16.909522421359522,332.0004328358209,18.57741675772472,276.10060447761197,11.34041019004499,34.31281094527363,4.865202132342601
DIESEL PESADO,215.85111111111112,71.06823875586836,362.94022222222225,11.352936060528306,327.947,9.271765177138601,39.77407407407408,1.4902719529760884
DIESEL QC,186.293,1.7889996739332663,306.81330769230766,1.8775811293885216,255.978,0.6047378219801817,38.885897435897434,2.299102543846732
DIESEL_9%,195.14916666666667,14.28686628004103,328.84509259259255,20.289921884659993,271.9215555555555,21.73570921853493,31.776851851851852,1.409299812270807
DMA,196.3628888888889,14.25435786386434,334.44377777777777,11.055373973522773,278.50666666666666,9.3462040556581,35.90740740740741,0.6968237019540425
DQC 24585A,36.436,,144.283,,83.069,,33.25,
DQC1,40.816500000000005,1.2612189209913802,151.2996,0.9683103496985487,98.52770000000001,2.1732001518498016,36.395,0.8960837290023265
Diesel,222.91457627118646,11.157788373433315,324.1540847457627,6.699631395645732,285.9443559322034,5.139232744166614,38.87768361581921,1.59957073435048
Diesel & Jet G4,161.081,,238.194,,207.045,,33.6,
G1,27.725,,63.779,,45.326,,35.5,
G1 & G2 EVAP,42.84713461538461,20.642031394210278,141.0823653846154,31.93279709691126,89.86167307692307,29.875106802481113,38.045833333333334,8.720781827071542
G1&G2 EVAP,41.060253333333335,18.26996050435627,132.78785523809523,30.750470933556326,85.60439238095238,23.77970296062089,34.60733333333333,4.249410311831942
G1+G2 EVAP,36.98123666978485,16.454651054900634,134.58139039600871,29.418958012955994,84.93944621141253,21.910702481771075,33.53362436337179,2.655511162739054
G3 HIGH BOIL,56.749,,291.546,,187.28,,29.716666666666665,
G4 HIGH,197.57348,41.7223082032348,323.12366000000003,35.03268929222115,271.83948,36.951295200983196,36.50966666666667,3.5904352814392952
G4 HIGH #2,56.74475,11.348142678429804,324.11575,29.949362501562554,209.28300000000002,57.944221092357445,27.066666666666666,0.9768619448311303
G4 HIGH BOIL,171.9223,46.74454311985743,293.07135,53.84978458958529,235.54465,57.35638007486269,34.44583333333333,3.5992440523723896
G4 MOD-D1655,149.5555,1.3787061357285808,230.78395833333332,2.2873784591929063,192.43470833333333,1.4722780183802886,34.37986111111111,1.0769990868200736
GAS EVAP HIGH EP,39.181,,269.792,,163.35,,27.48333333333333,
GAS OIL OPT,210.08849999999998,24.146123071077795,331.95925,32.9525444296243,287.67525,30.461216671591384,37.44166666666667,1.5996132739704996
GAS QC1,45.58,,138.731,,105.023,,37.61666666666667,
GAS QCB,39.757,,151.143,,95.668,,35.1,
GASOLINE,40.024,0.5345727265770301,154.027,3.426639461630002,89.83699999999999,0.35072496346852916,33.858333333333334,1.590990257669732
GASOLINE G1+G2 TEST,30.921,,147.205,,71.73,,32.45,
Gas Handblend,34.69906666666667,4.102103440686889,137.82906666666668,14.400686077240836,83.31426666666667,15.209891849275806,36.65222222222222,1.2577989509687948
Gas Oil OPT,210.0187411764706,14.134911056496607,338.71382352941174,9.376535005986357,295.8879176470588,7.223677116017207,34.815098039215684,3.018821715032571
Gasoil,221.756,,337.267,,295.89,,41.1,
Gasoil OPT,216.84475,11.525722345560665,339.575875,3.6782916085608046,296.10812500000003,5.04159862769995,38.66319444444444,1.2849460896477836
Gasoil opt,205.09374736842105,14.11304811307187,336.82972631578946,15.71625945931109,291.72852631578945,16.39318902344333,37.39736842105263,1.6830828333195191
HEXADECAN CAL 2,265.9499090909091,0.4774018128464697,266.92318181818183,0.5152261286429107,277.92345454545455,0.558303208594825,38.2560606060606,2.7152375865686524
Heavy Naphtha,79.3669512195122,14.786818000847367,139.19935365853658,10.923769253354905,120.98828048780489,6.144190955740405,35.080081300813006,3.1551821625550076
JET A1,41.807,,192.254,,122.706,,28.5,
JET D1655-DEFSTAN91,154.86843478260872,9.578553049894547,243.1105652173913,8.40991614824746,197.8219565217391,5.930350146632159,35.073913043478264,7.398277894907484
JUNE ACCX,40.892,,148.282,,101.682,,36.68333333333333,
KM Diesel,221.024,,341.298,,306.388,,38.45,
LPO 15521-31oppttt,66.664,0.0,354.223,0.0,264.42,0.0,30.5,0.0
MEG D1078,186.3092,0.3007552160811329,186.24,0.21305867736377895,197.3092,0.2408551431877564,37.99666666666667,0.6680610417885154
Magellan 124 HVN New,86.73061052631579,6.576780437354179,129.2276947368421,6.727248792836233,117.08152631578949,5.836277810170758,34.97526315789474,6.870228566969145
Magellan 125 LVN New,30.73896103896104,2.0067985989837447,84.4676103896104,8.814862954058786,64.27676623376622,7.002710151859071,35.66450216450216,2.3201119002955255
Magellan Gasoil New,205.80193333333332,12.866090068008031,339.468,3.4221649789069475,296.4012,3.1263560532077483,36.60222222222222,1.207711115112441
Magellan Kero New,151.06088095238096,1.4998558662846018,235.26838095238097,11.153227248041606,197.83883333333333,5.89801911730796,36.354365079365074,2.0021501298851314
Methanol D1078,53.292,0.03818376618407501,53.391000000000005,0.062225396744419376,64.392,0.03535533905932034,32.88333333333333,0.6835365551469973
Mixed Naphtha HB,48.17425925925926,3.6561392642300223,126.14435802469134,6.111736539864588,103.29906172839506,3.493010833599282,36.23539094650206,1.1649403379931866
Mixed Xylenes,127.275,,129.259,,139.288,,32.016666666666666,
Monthly ACCX,41.007,,153.998,,103.136,,35.8,
Mtbe 13020,41.905,,44.449,,54.779,,37.333333333333336,
NAFTA BRASKEM,43.5865,12.705433258168636,137.82319999999999,19.33644468527414,101.6177,16.709666470838567,33.82833333333333,1.2537610085924147
NAPH,26.044,0.0,88.563,0.0,48.445,0.0,34.21666666666667,0.0
NAPHTHA,31.079700000000003,3.8873512847581853,95.2993,41.60523700222258,63.1879,21.384768345977264,35.75333333333333,1.7261210349105014
NP 2400,93.435,,135.956,,124.766,,35.43333333333333,
Naphtha,32.452255102040816,7.06794762894817,88.0890612244898,17.917002788730944,64.13077891156463,14.973435427236302,35.2734126984127,2.241152248077889
Naphtha-Crude HB,46.788,,305.053,,122.102,,31.03333333333333,
Naphtha-CrudeHB -new,52.4738,0.5561238171486629,161.2676,9.599339706458979,112.04180000000001,0.8671350529185232,31.706666666666667,2.827484158517367
P2 SLATE,47.6298275862069,13.930642568168524,99.6643448275862,26.51271053297679,76.08155172413792,18.409334671352784,35.73505747126437,6.997705611551844
PARAXYLENE,125.792,,126.79,,137.215,,42.23333333333333,
PSEUDOCUMENE,158.156,,158.091,,169.131,,28.58333333333333,
QC sample,187.709,4.750120676829639,298.6209,27.338465621619015,259.5029,6.357795118330486,32.24166666666666,8.680474221841187
QC44,45.796,0.08626702730475871,112.531,27.46827002197263,104.58,0.5260874452027912,23.8,4.431202495435697
QC444,39.939,,152.008,,94.367,,35.61666666666667,
QCAA,45.958,,153.73,,106.636,,36.23333333333333,
