instrument_type,short_id,downtime_start_week,downtime_end_week,error_week,test_count,error_count,critical_error_count,error_rate,critical_error_rate,error_code,error_message,error_category,is_critical
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,21.0,drops per volume,Process Issue,True
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,76.0,no error message,Unknown Issue,False
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,29.0,door,Door Opened,False
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,76.0,no error message,Unknown Issue,False
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,11.0,vapor temperature,Process Issue,True
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,21.0,drops per volume,Process Issue,True
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,29.0,door,Door Opened,False
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD10,2024-05-20,2024-05-20,2024-05-13,15.0,19.0,8.0,1.2666666666666666,0.5333333333333333,11.0,vapor temperature,Process Issue,True
OptiDist,OD11,2023-11-27,2023-11-27,2023-11-06,26.0,3.0,1.0,0.1153846153846153,0.0384615384615384,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD11,2023-11-27,2023-11-27,2023-11-06,26.0,3.0,1.0,0.1153846153846153,0.0384615384615384,29.0,porta,Door Opened,False
OptiDist,OD11,2023-11-27,2023-11-27,2023-11-06,26.0,3.0,1.0,0.1153846153846153,0.0384615384615384,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD11,2023-11-27,2023-11-27,2023-11-13,47.0,6.0,2.0,0.1276595744680851,0.0425531914893617,42.0,receiver temperature,Sensor Issue,False
OptiDist,OD11,2023-11-27,2023-11-27,2023-11-13,47.0,6.0,2.0,0.1276595744680851,0.0425531914893617,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD11,2023-11-27,2023-11-27,2023-11-13,47.0,6.0,2.0,0.1276595744680851,0.0425531914893617,42.0,receiver temperature,Sensor Issue,False
OptiDist,OD11,2023-11-27,2023-11-27,2023-11-13,47.0,6.0,2.0,0.1276595744680851,0.0425531914893617,76.0,no error message,Unknown Issue,False
OptiDist,OD11,2023-11-27,2023-11-27,2023-11-13,47.0,6.0,2.0,0.1276595744680851,0.0425531914893617,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD11,2023-11-27,2023-11-27,2023-11-13,47.0,6.0,2.0,0.1276595744680851,0.0425531914893617,76.0,no error message,Unknown Issue,False
OptiDist,OD11,2024-02-26,2024-02-26,2024-02-12,21.0,2.0,2.0,0.0952380952380952,0.0952380952380952,21.0,gotas por volume,Process Issue,True
OptiDist,OD11,2024-02-26,2024-02-26,2024-02-12,21.0,2.0,2.0,0.0952380952380952,0.0952380952380952,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD11,2024-02-26,2024-02-26,2024-02-19,8.0,5.0,5.0,0.625,0.625,21.0,gotas por volume,Process Issue,True
OptiDist,OD11,2024-02-26,2024-02-26,2024-02-19,8.0,5.0,5.0,0.625,0.625,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD11,2024-02-26,2024-02-26,2024-02-19,8.0,5.0,5.0,0.625,0.625,21.0,gotas por volume,Process Issue,True
OptiDist,OD11,2024-02-26,2024-02-26,2024-02-19,8.0,5.0,5.0,0.625,0.625,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD11,2024-02-26,2024-02-26,2024-02-19,8.0,5.0,5.0,0.625,0.625,21.0,gotas por volume,Process Issue,True
OptiDist,OD11,2024-04-08,2024-04-08,2024-03-25,33.0,4.0,4.0,0.1212121212121212,0.1212121212121212,21.0,gotas por volume,Process Issue,True
OptiDist,OD11,2024-04-08,2024-04-08,2024-03-25,33.0,4.0,4.0,0.1212121212121212,0.1212121212121212,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD11,2024-04-08,2024-04-08,2024-03-25,33.0,4.0,4.0,0.1212121212121212,0.1212121212121212,21.0,gotas por volume,Process Issue,True
OptiDist,OD11,2024-04-08,2024-04-08,2024-03-25,33.0,4.0,4.0,0.1212121212121212,0.1212121212121212,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD11,2024-04-08,2024-04-08,2024-04-01,9.0,2.0,2.0,0.2222222222222222,0.2222222222222222,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD11,2024-04-08,2024-04-08,2024-04-01,9.0,2.0,2.0,0.2222222222222222,0.2222222222222222,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,20.0,barreira óptica de g,Sensor Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,20.0,barreira óptica de g,Sensor Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,20.0,barreira óptica de g,Sensor Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,20.0,barreira óptica de g,Sensor Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,20.0,barreira óptica de g,Sensor Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,26.0,ponto inicial de ebu,Calibration Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-09-25,26.0,63.0,44.0,2.423076923076923,1.6923076923076923,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,33.0,cheque a posição do,Process Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,30.0,taxa de destilação,Calibration Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,30.0,taxa de destilação,Calibration Issue,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,11.0,temperatura do vapor,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,11.0,temperatura do vapor,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,11.0,temperatura do vapor,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,11.0,temperatura do vapor,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,11.0,temperatura do vapor,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,11.0,temperatura do vapor,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,29.0,porta,Door Opened,False
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,11.0,temperatura do vapor,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,0.0,fogo,Safety Hazard,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-10-16,2023-10-16,2023-10-02,47.0,57.0,35.0,1.2127659574468086,0.7446808510638298,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2023-11-20,2023-11-27,2023-10-30,31.0,4.0,2.0,0.1290322580645161,0.064516129032258,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD12,2023-11-20,2023-11-27,2023-10-30,31.0,4.0,2.0,0.1290322580645161,0.064516129032258,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD12,2023-11-20,2023-11-27,2023-10-30,31.0,4.0,2.0,0.1290322580645161,0.064516129032258,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD12,2023-11-20,2023-11-27,2023-10-30,31.0,4.0,2.0,0.1290322580645161,0.064516129032258,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD12,2023-11-20,2023-11-27,2023-11-06,29.0,3.0,1.0,0.1034482758620689,0.0344827586206896,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD12,2023-11-20,2023-11-27,2023-11-06,29.0,3.0,1.0,0.1034482758620689,0.0344827586206896,30.0,taxa de destilação,Calibration Issue,False
OptiDist,OD12,2023-11-20,2023-11-27,2023-11-06,29.0,3.0,1.0,0.1034482758620689,0.0344827586206896,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD12,2024-03-04,2024-04-01,2024-02-12,15.0,2.0,2.0,0.1333333333333333,0.1333333333333333,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD12,2024-03-04,2024-04-01,2024-02-12,15.0,2.0,2.0,0.1333333333333333,0.1333333333333333,21.0,gotas por volume,Process Issue,True
OptiDist,OD12,2024-03-04,2024-04-01,2024-02-19,15.0,1.0,1.0,0.0666666666666666,0.0666666666666666,21.0,gotas por volume,Process Issue,True
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,36.0,calibration is out o,Calibration Issue,True
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,0.0,fire,Safety Hazard,True
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,77.0,no error message,Unknown Issue,False
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,21.0,drops per volume,Process Issue,True
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,0.0,fire,Safety Hazard,True
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,21.0,drops per volume,Process Issue,True
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,24.0,follower,Sensor Issue,True
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-22,39.0,10.0,7.0,0.2564102564102564,0.1794871794871795,24.0,follower,Sensor Issue,True
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-29,46.0,2.0,1.0,0.0434782608695652,0.0217391304347826,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD13,2024-02-12,2024-02-19,2024-01-29,46.0,2.0,1.0,0.0434782608695652,0.0217391304347826,36.0,calibration is out o,Calibration Issue,True
