short_id,week,instrument_id,test_count_x,error_count_x,critical_error_count_x,error_rate,critical_error_rate,downtime_hours,test_count_y,error_count_y,critical_error_count_y,test_count,error_count,critical_error_count
FPP01,2024-03-04,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,12.0,0.0,0.0,,,30.94527777777778,,,,0,0,0
FPP01,2024-03-11,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,57.0,0.0,0.0,,,152.24027777777778,,,,0,0,0
FPP01,2024-03-18,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,65.0,0.0,0.0,,,152.23416666666665,,,,0,0,0
FPP01,2024-03-25,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,110.0,0.0,0.0,,,153.17083333333332,,,,0,0,0
FPP01,2024-04-01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,102.0,0.0,0.0,,,150.85833333333332,,,,0,0,0
FPP01,2024-04-08,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,86.0,0.0,0.0,,,151.4427777777778,,,,0,0,0
FPP01,2024-04-15,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,82.0,0.0,0.0,,,151.63222222222225,,,,0,0,0
FPP01,2024-04-22,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,101.0,0.0,0.0,,,152.73888888888888,,,,0,0,0
FPP01,2024-04-29,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,126.0,0.0,0.0,,,152.73888888888888,,,,0,0,0
FPP01,2024-05-06,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,83.0,0.0,0.0,,,152.25611111111112,,,,0,0,0
FPP01,2024-05-13,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,94.0,0.0,0.0,,,153.34694444444443,,,,0,0,0
FPP01,2024-05-20,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,121.0,1.0,1.0,,,153.34694444444443,1.0,,1.0,0,0,0
FPP01,2024-05-27,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,113.0,1.0,1.0,,,152.9638888888889,1.0,,1.0,0,0,0
FPP01,2024-06-03,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,143.0,0.0,0.0,,,153.34694444444443,,,,0,0,0
FPP01,2024-06-10,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,154.0,0.0,0.0,,,153.34694444444443,,,,0,0,0
FPP01,2024-06-17,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,98.0,0.0,0.0,,,152.25611111111112,,,,0,0,0
FPP01,2024-06-24,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,82.0,0.0,0.0,,,152.9638888888889,,,,0,0,0
FPP01,2024-07-01,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,126.0,0.0,0.0,,,152.94194444444443,,,,0,0,0
FPP01,2024-07-08,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,162.0,0.0,0.0,,,152.62805555555556,,,,0,0,0
FPP01,2024-07-15,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,83.0,1.0,1.0,,,150.90027777777777,1.0,,1.0,0,0,0
FPP01,2024-07-22,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,46.0,2.0,2.0,,,152.3733333333333,2.0,,2.0,0,0,0
FPP01,2024-07-29,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,93.0,0.0,0.0,,,152.41916666666663,,,,0,0,0
FPP01,2024-08-05,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,168.0,0.0,0.0,,,152.6175,,,,0,0,0
FPP01,2024-08-12,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,135.0,0.0,0.0,,,152.23416666666665,,,,0,0,0
FPP01,2024-08-19,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,50.0,0.0,0.0,,,152.94194444444443,,,,0,0,0
FPP01,2024-08-26,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,59.0,0.0,0.0,,,153.17083333333332,,,,0,0,0
FPP01,2024-09-02,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,123.0,0.0,0.0,,,152.41916666666663,,,,0,0,0
FPP01,2024-09-09,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,186.0,1.0,1.0,,,152.2736111111111,1.0,,1.0,0,0,0
FPP01,2024-09-16,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,97.0,2.0,2.0,,,151.8108333333333,2.0,,2.0,0,0,0
FPP01,2024-09-23,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,43.0,2.0,2.0,,,151.23166666666663,2.0,,2.0,0,0,0
FPP01,2024-09-30,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,85.0,0.0,0.0,,,152.56277777777777,,,,0,0,0
FPP01,2024-10-07,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,163.0,1.0,1.0,,,152.24305555555554,1.0,,1.0,0,0,0
FPP01,2024-10-14,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,141.0,2.0,2.0,,,152.1147222222222,2.0,,2.0,0,0,0
FPP01,2024-10-21,ba5afa1a-6e39-4c93-a3a4-20274836ffd4,56.0,2.0,2.0,,,150.52277777777778,2.0,,2.0,0,0,0
