test_id,product,instrument_id,table_data,timestamp,tstart,tstop,ibp,fbp,t50,test_duration,avg_ibp,std_ibp,avg_fbp,std_fbp,avg_t50,std_t50,avg_test_duration,std_test_duration
0fd72c7cd436a1ae03a11fe104566ac663690fa769175a6acbc23b58da71b89b,194463-19opt;;;,e1326398-e01a-445f-9caa-c175da8ac7d3,"[{""percent"":""IBP"",""DistRate"":""6 min 19 sec"",""LiqTemp"":""90.600"",""HeatTemp"":""338.200"",""VapTemp"":""50.526"",""VapTempAdjusted"":""50.526"",""VapTempCorrected"":""39.394"",""VapTempEvaporated"":""39.110"",""time"":1728342322999},{""percent"":""10"",""VapTemp"":""55.84"",""DistRate"":4.5,""LiqTemp"":""78.59"",""HeatTemp"":""338.70"",""VapTempAdjusted"":""55.84"",""VapTempCorrected"":""55.81"",""VapTempEvaporated"":""55.67"",""time"":1728342323000},{""percent"":""20"",""VapTemp"":""64.21"",""DistRate"":4.2,""LiqTemp"":""87.70"",""HeatTemp"":""380.60"",""VapTempAdjusted"":""64.21"",""VapTempCorrected"":""64.18"",""VapTempEvaporated"":""63.97"",""time"":1728342323001},{""percent"":""30"",""VapTemp"":""77.30"",""DistRate"":4.2,""LiqTemp"":""102.00"",""HeatTemp"":""440.70"",""VapTempAdjusted"":""77.30"",""VapTempCorrected"":""77.26"",""VapTempEvaporated"":""76.89"",""time"":1728342323002},{""percent"":""40"",""VapTemp"":""100.91"",""DistRate"":4.5,""LiqTemp"":""122.70"",""HeatTemp"":""510.80"",""VapTempAdjusted"":""100.91"",""VapTempCorrected"":""100.88"",""VapTempEvaporated"":""100.49"",""time"":1728342323003},{""percent"":""50"",""VapTemp"":""120.62"",""DistRate"":4.9,""LiqTemp"":""136.00"",""HeatTemp"":""482.60"",""VapTempAdjusted"":""120.62"",""VapTempCorrected"":""120.58"",""VapTempEvaporated"":""120.34"",""time"":1728342323004},{""percent"":""60"",""VapTemp"":""129.63"",""DistRate"":4.5,""LiqTemp"":""143.19"",""HeatTemp"":""477.10"",""VapTempAdjusted"":""129.63"",""VapTempCorrected"":""129.59"",""VapTempEvaporated"":""129.45"",""time"":1728342323005},{""percent"":""70"",""VapTemp"":""140.50"",""DistRate"":4.4,""LiqTemp"":""153.50"",""HeatTemp"":""508.30"",""VapTempAdjusted"":""140.50"",""VapTempCorrected"":""140.46"",""VapTempEvaporated"":""140.23"",""time"":1728342323006},{""percent"":""75"",""VapTemp"":""148.86"",""DistRate"":4.4,""LiqTemp"":""160.69"",""HeatTemp"":""530.10"",""VapTempAdjusted"":""148.86"",""VapTempCorrected"":""148.82"",""VapTempEvaporated"":""148.40"",""time"":1728342323007},{""percent"":""80"",""VapTemp"":""159.63"",""DistRate"":4.4,""LiqTemp"":""168.90"",""HeatTemp"":""554.79"",""VapTempAdjusted"":""159.63"",""VapTempCorrected"":""159.59"",""VapTempEvaporated"":""159.06"",""time"":1728342323008},{""percent"":""85"",""VapTemp"":""171.92"",""DistRate"":4.5,""LiqTemp"":""179.50"",""HeatTemp"":""577.29"",""VapTempAdjusted"":""171.92"",""VapTempCorrected"":""171.87"",""VapTempEvaporated"":""171.51"",""time"":1728342323009},{""percent"":""90"",""VapTemp"":""183.21"",""DistRate"":4.5,""LiqTemp"":""189.50"",""HeatTemp"":""594.40"",""VapTempAdjusted"":""183.21"",""VapTempCorrected"":""183.17"",""VapTempEvaporated"":""182.75"",""time"":1728342323010},{""percent"":""FBP"",""DistRate"":""6 min 48 sec"",""LiqTemp"":""204.700"",""HeatTemp"":""609.400"",""VapTemp"":""183.217"",""VapTempAdjusted"":""183.217"",""VapTempCorrected"":""172.072"",""VapTempEvaporated"":""171.657"",""time"":1728342323011}]",2024-10-07 23:05:22+00,2024-10-07 23:05:22+00:00,2024-10-07 23:42:22+00:00,39.394,172.072,120.58,37.0,39.394,,172.072,,120.58,,37.0,
