test_id,product,instrument_id,table_data,timestamp,tstart,tstop,ibp,fbp,t50,test_duration,avg_ibp,std_ibp,avg_fbp,std_fbp,avg_t50,std_t50,avg_test_duration,std_test_duration
b7c94ebb190893548aa763f4ba7c6cec02711f75d2551441bc2bfe67fbb68668,192788-19opt;;,0889e4ec-1473-4d57-a5cb-df61853edf03,"[{""percent"":""IBP"",""DistRate"":""6 min 28 sec"",""LiqTemp"":""63.200"",""HeatTemp"":""289.800"",""VapTemp"":""46.589"",""VapTempAdjusted"":""46.589"",""VapTempCorrected"":""35.333"",""VapTempEvaporated"":""35.046"",""time"":1724148156999},{""percent"":""10"",""VapTemp"":""48.014"",""DistRate"":4.4,""LiqTemp"":""49.500"",""HeatTemp"":""278.000"",""VapTempAdjusted"":""48.014"",""VapTempCorrected"":""47.857"",""VapTempEvaporated"":""47.673"",""time"":1724148157000},{""percent"":""20"",""VapTemp"":""50.220"",""DistRate"":4.5,""LiqTemp"":""52.500"",""HeatTemp"":""286.600"",""VapTempAdjusted"":""50.220"",""VapTempCorrected"":""50.062"",""VapTempEvaporated"":""49.896"",""time"":1724148157001},{""percent"":""30"",""VapTemp"":""52.622"",""DistRate"":4.5,""LiqTemp"":""55.500"",""HeatTemp"":""289.900"",""VapTempAdjusted"":""52.622"",""VapTempCorrected"":""52.463"",""VapTempEvaporated"":""52.261"",""time"":1724148157002},{""percent"":""40"",""VapTemp"":""55.705"",""DistRate"":4.4,""LiqTemp"":""59.100"",""HeatTemp"":""300.700"",""VapTempAdjusted"":""55.705"",""VapTempCorrected"":""55.544"",""VapTempEvaporated"":""55.263"",""time"":1724148157003},{""percent"":""50"",""VapTemp"":""59.619"",""DistRate"":4.4,""LiqTemp"":""62.600"",""HeatTemp"":""310.000"",""VapTempAdjusted"":""59.619"",""VapTempCorrected"":""59.456"",""VapTempEvaporated"":""59.076"",""time"":1724148157004},{""percent"":""60"",""VapTemp"":""64.604"",""DistRate"":4.4,""LiqTemp"":""66.900"",""HeatTemp"":""326.900"",""VapTempAdjusted"":""64.604"",""VapTempCorrected"":""64.439"",""VapTempEvaporated"":""63.977"",""time"":1724148157005},{""percent"":""70"",""VapTemp"":""71.051"",""DistRate"":4.5,""LiqTemp"":""72.100"",""HeatTemp"":""344.000"",""VapTempAdjusted"":""71.051"",""VapTempCorrected"":""70.883"",""VapTempEvaporated"":""70.357"",""time"":1724148157006},{""percent"":""75"",""VapTemp"":""74.905"",""DistRate"":4.5,""LiqTemp"":""75.200"",""HeatTemp"":""356.600"",""VapTempAdjusted"":""74.905"",""VapTempCorrected"":""74.735"",""VapTempEvaporated"":""74.128"",""time"":1724148157007},{""percent"":""80"",""VapTemp"":""79.188"",""DistRate"":4.5,""LiqTemp"":""78.200"",""HeatTemp"":""366.400"",""VapTempAdjusted"":""79.188"",""VapTempCorrected"":""79.016"",""VapTempEvaporated"":""78.345"",""time"":1724148157008},{""percent"":""85"",""VapTemp"":""84.665"",""DistRate"":4.4,""LiqTemp"":""82.800"",""HeatTemp"":""380.700"",""VapTempAdjusted"":""84.665"",""VapTempCorrected"":""84.490"",""VapTempEvaporated"":""83.479"",""time"":1724148157009},{""percent"":""90"",""VapTemp"":""93.543"",""DistRate"":4.2,""LiqTemp"":""90.400"",""HeatTemp"":""421.400"",""VapTempAdjusted"":""93.543"",""VapTempCorrected"":""93.364"",""VapTempEvaporated"":""91.617"",""time"":1724148157010},{""percent"":""FBP"",""DistRate"":""6 min 27 sec"",""LiqTemp"":""105.600"",""HeatTemp"":""436.400"",""VapTemp"":""93.543"",""VapTempAdjusted"":""93.543"",""VapTempCorrected"":""82.264"",""VapTempEvaporated"":""80.517"",""time"":1724148157011}]",2024-08-20 10:02:36+00,2024-08-20 10:02:36+00:00,2024-08-20 10:41:18+00:00,35.333,82.264,59.456,38.7,35.333,,82.264,,59.456,,38.7,
