test_id,product,instrument_id,table_data,timestamp,tstart,tstop,ibp,fbp,t50,test_duration,avg_ibp,std_ibp,avg_fbp,std_fbp,avg_t50,std_t50,avg_test_duration,std_test_duration
238cd805502e426d47d59acced217994fd81bc82b9254cac2827c8bd63d18511,400 cut,0aa8fd0d-019e-422b-bcfb-6f0803909220,"[{""percent"":""IBP"",""DistRate"":""6 min 27 sec"",""LiqTemp"":""104.600"",""HeatTemp"":""488.200"",""VapTemp"":""59.656"",""VapTempAdjusted"":""59.656"",""VapTempCorrected"":""48.482"",""VapTempEvaporated"":""-"",""time"":1707490923999},{""percent"":""10"",""VapTemp"":""73.409"",""DistRate"":""4.7"",""LiqTemp"":""100.8"",""HeatTemp"":""467"",""VapTempAdjusted"":""73.409"",""VapTempCorrected"":""73.332"",""VapTempEvaporated"":""2147483.648"",""time"":1707490924000},{""percent"":""20"",""VapTemp"":""95.729"",""DistRate"":""4.3"",""LiqTemp"":""120.1"",""HeatTemp"":""476.7"",""VapTempAdjusted"":""95.729"",""VapTempCorrected"":""95.647"",""VapTempEvaporated"":""2147483.648"",""time"":1707490924001},{""percent"":""30"",""VapTemp"":""119.576"",""DistRate"":""4"",""LiqTemp"":""143.4"",""HeatTemp"":""520.4"",""VapTempAdjusted"":""119.576"",""VapTempCorrected"":""119.489"",""VapTempEvaporated"":""2147483.648"",""time"":1707490924002},{""percent"":""40"",""VapTemp"":""150.385"",""DistRate"":""4"",""LiqTemp"":""175"",""HeatTemp"":""586.4"",""VapTempAdjusted"":""150.385"",""VapTempCorrected"":""150.291"",""VapTempEvaporated"":""2147483.648"",""time"":1707490924003},{""percent"":""50"",""VapTemp"":""201.969"",""DistRate"":""3.6"",""LiqTemp"":""220.3"",""HeatTemp"":""680.2"",""VapTempAdjusted"":""201.969"",""VapTempCorrected"":""201.863"",""VapTempEvaporated"":""2147483.648"",""time"":1707490924004},{""percent"":""FBP"",""DistRate"":""6 min 30 sec"",""LiqTemp"":""235.500"",""HeatTemp"":""695.200"",""VapTemp"":""201.969"",""VapTempAdjusted"":""201.969"",""VapTempCorrected"":""190.763"",""VapTempEvaporated"":""-"",""time"":1707490924005}]",2024-02-09 15:02:03+00,2024-02-09 15:02:03+00:00,2024-02-09 15:19:16+00:00,48.482,190.763,201.863,17.216666666666665,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
4e9731fa24b3f3485fca0f95278699a77b1c21f21b09000c73e6dea9d7d5d357,400 cut,0aa8fd0d-019e-422b-bcfb-6f0803909220,"[{""percent"":""IBP"",""DistRate"":""6 min 51 sec"",""LiqTemp"":""108.200"",""HeatTemp"":""491.000"",""VapTemp"":""65.180"",""VapTempAdjusted"":""65.180"",""VapTempCorrected"":""54.034"",""VapTempEvaporated"":""-"",""time"":1707495327999},{""percent"":""10"",""VapTemp"":""78.335"",""DistRate"":""5"",""LiqTemp"":""103.2"",""HeatTemp"":""472.4"",""VapTempAdjusted"":""78.335"",""VapTempCorrected"":""78.287"",""VapTempEvaporated"":""2147483.648"",""time"":1707495328000},{""percent"":""20"",""VapTemp"":""98.025"",""DistRate"":""4.5"",""LiqTemp"":""119.7"",""HeatTemp"":""465.3"",""VapTempAdjusted"":""98.025"",""VapTempCorrected"":""97.974"",""VapTempEvaporated"":""2147483.648"",""time"":1707495328001},{""percent"":""30"",""VapTemp"":""115.217"",""DistRate"":""4.3"",""LiqTemp"":""135.2"",""HeatTemp"":""482.4"",""VapTempAdjusted"":""115.217"",""VapTempCorrected"":""115.164"",""VapTempEvaporated"":""2147483.648"",""time"":1707495328002},{""percent"":""40"",""VapTemp"":""136.842"",""DistRate"":""4.2"",""LiqTemp"":""156.3"",""HeatTemp"":""523.7"",""VapTempAdjusted"":""136.842"",""VapTempCorrected"":""136.786"",""VapTempEvaporated"":""2147483.648"",""time"":1707495328003},{""percent"":""50"",""VapTemp"":""167.191"",""DistRate"":""4.4"",""LiqTemp"":""180.8"",""HeatTemp"":""587.4"",""VapTempAdjusted"":""167.191"",""VapTempCorrected"":""167.131"",""VapTempEvaporated"":""2147483.648"",""time"":1707495328004},{""percent"":""60"",""VapTemp"":""173.695"",""DistRate"":""54"",""LiqTemp"":""188.4"",""HeatTemp"":""547.6"",""VapTempAdjusted"":""173.695"",""VapTempCorrected"":""173.634"",""VapTempEvaporated"":""2147483.648"",""time"":1707495328005},{""percent"":""70"",""VapTemp"":""167.971"",""DistRate"":""12.8"",""LiqTemp"":""187.7"",""HeatTemp"":""416.6"",""VapTempAdjusted"":""167.971"",""VapTempCorrected"":""167.911"",""VapTempEvaporated"":""2147483.648"",""time"":1707495328006},{""percent"":""FBP"",""DistRate"":""6 min 56 sec"",""LiqTemp"":""202.900"",""HeatTemp"":""431.600"",""VapTemp"":""167.971"",""VapTempAdjusted"":""167.971"",""VapTempCorrected"":""156.811"",""VapTempEvaporated"":""-"",""time"":1707495328007}]",2024-02-09 16:15:27+00,2024-02-09 16:15:27+00:00,2024-02-09 16:30:49+00:00,54.034,156.811,167.131,15.366666666666667,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
bcb54b947c22f4fd5f3ccc7754d6a78fee543201595c24923a3270dd8e02bedf,400 cut,f17a6cda-cfb5-4b76-beb2-ab68c0cdd166,"[{""percent"":""IBP"",""DistRate"":""6 min 13 sec"",""LiqTemp"":""83.500"",""HeatTemp"":""464.800"",""VapTemp"":""51.278"",""VapTempAdjusted"":""51.278"",""VapTempCorrected"":""39.971"",""VapTempEvaporated"":""-"",""time"":1708111212999},{""percent"":""10"",""VapTemp"":""56.759"",""DistRate"":""5.8"",""LiqTemp"":""73.3"",""HeatTemp"":""394.5"",""VapTempAdjusted"":""56.759"",""VapTempCorrected"":""56.549"",""VapTempEvaporated"":""2147483.648"",""time"":1708111213000},{""percent"":""20"",""VapTemp"":""65.736"",""DistRate"":""4.5"",""LiqTemp"":""80.3"",""HeatTemp"":""359.9"",""VapTempAdjusted"":""65.736"",""VapTempCorrected"":""65.52"",""VapTempEvaporated"":""2147483.648"",""time"":1708111213001},{""percent"":""30"",""VapTemp"":""74.981"",""DistRate"":""4.4"",""LiqTemp"":""87.9"",""HeatTemp"":""373.5"",""VapTempAdjusted"":""74.981"",""VapTempCorrected"":""74.759"",""VapTempEvaporated"":""2147483.648"",""time"":1708111213002},{""percent"":""40"",""VapTemp"":""86.033"",""DistRate"":""4.4"",""LiqTemp"":""96.5"",""HeatTemp"":""397.9"",""VapTempAdjusted"":""86.033"",""VapTempCorrected"":""85.804"",""VapTempEvaporated"":""2147483.648"",""time"":1708111213003},{""percent"":""50"",""VapTemp"":""98.823"",""DistRate"":""4.3"",""LiqTemp"":""106"",""HeatTemp"":""429.3"",""VapTempAdjusted"":""98.823"",""VapTempCorrected"":""98.586"",""VapTempEvaporated"":""2147483.648"",""time"":1708111213004},{""percent"":""60"",""VapTemp"":""114.245"",""DistRate"":""4.1"",""LiqTemp"":""120.8"",""HeatTemp"":""471.1"",""VapTempAdjusted"":""114.245"",""VapTempCorrected"":""113.998"",""VapTempEvaporated"":""2147483.648"",""time"":1708111213005},{""percent"":""70"",""VapTemp"":""146.052"",""DistRate"":""3.6"",""LiqTemp"":""148.8"",""HeatTemp"":""567.6"",""VapTempAdjusted"":""146.052"",""VapTempCorrected"":""145.785"",""VapTempEvaporated"":""2147483.648"",""time"":1708111213006},{""percent"":""75"",""VapTemp"":""177.671"",""DistRate"":""3.8"",""LiqTemp"":""179.4"",""HeatTemp"":""650.4"",""VapTempAdjusted"":""177.671"",""VapTempCorrected"":""177.384"",""VapTempEvaporated"":""2147483.648"",""time"":1708111213007},{""percent"":""FBP"",""DistRate"":""6 min 48 sec"",""LiqTemp"":""194.600"",""HeatTemp"":""665.400"",""VapTemp"":""177.671"",""VapTempAdjusted"":""177.671"",""VapTempCorrected"":""166.284"",""VapTempEvaporated"":""-"",""time"":1708111213008}]",2024-02-16 19:20:12+00,2024-02-16 19:20:12+00:00,2024-02-16 19:42:22+00:00,39.971,166.284,98.586,22.166666666666668,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
b0bfd59b473139db14d0473fe437851d430df04080cd8911f19dd0a37f5a4520,400 cut,0aa8fd0d-019e-422b-bcfb-6f0803909220,"[{""percent"":""IBP"",""DistRate"":""6 min 19 sec"",""LiqTemp"":""118.400"",""HeatTemp"":""521.500"",""VapTemp"":""74.927"",""VapTempAdjusted"":""74.927"",""VapTempCorrected"":""63.471"",""VapTempEvaporated"":""-"",""time"":1709286261999},{""percent"":""10"",""VapTemp"":""95.605"",""DistRate"":""4.3"",""LiqTemp"":""120.3"",""HeatTemp"":""543.7"",""VapTempAdjusted"":""95.605"",""VapTempCorrected"":""95.228"",""VapTempEvaporated"":""2147483.648"",""time"":1709286262000},{""percent"":""20"",""VapTemp"":""127.581"",""DistRate"":""4.4"",""LiqTemp"":""149.3"",""HeatTemp"":""567"",""VapTempAdjusted"":""127.581"",""VapTempCorrected"":""127.171"",""VapTempEvaporated"":""2147483.648"",""time"":1709286262001},{""percent"":""30"",""VapTemp"":""163.854"",""DistRate"":""3.9"",""LiqTemp"":""184.3"",""HeatTemp"":""628"",""VapTempAdjusted"":""163.854"",""VapTempCorrected"":""163.407"",""VapTempEvaporated"":""2147483.648"",""time"":1709286262002},{""percent"":""FBP"",""DistRate"":""6 min 44 sec"",""LiqTemp"":""199.500"",""HeatTemp"":""643.000"",""VapTemp"":""163.854"",""VapTempAdjusted"":""163.854"",""VapTempCorrected"":""152.307"",""VapTempEvaporated"":""-"",""time"":1709286262003}]",2024-03-01 09:44:21+00,2024-03-01 09:44:21+00:00,2024-03-01 10:02:23+00:00,63.471,152.307,,18.03333333333333,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
4f1d3148e2259e6a8c988aec615927747779c5f5b92610b9ae5eabe49ddce5c7,400 cut,c0983ff3-7d72-4887-b98f-c6801a6c466d,"[{""percent"":""IBP"",""DistRate"":""6 min 44 sec"",""LiqTemp"":""156.200"",""HeatTemp"":""548.400"",""VapTemp"":""112.335"",""VapTempAdjusted"":""112.335"",""VapTempCorrected"":""100.845"",""VapTempEvaporated"":""-"",""time"":1719733145999},{""percent"":""10"",""VapTemp"":""133.448"",""DistRate"":""4"",""LiqTemp"":""159.7"",""HeatTemp"":""568.7"",""VapTempAdjusted"":""133.448"",""VapTempCorrected"":""133.036"",""VapTempEvaporated"":""2147483.648"",""time"":1719733146000},{""percent"":""20"",""VapTemp"":""173.177"",""DistRate"":""4.1"",""LiqTemp"":""198.7"",""HeatTemp"":""624.7"",""VapTempAdjusted"":""173.177"",""VapTempCorrected"":""172.725"",""VapTempEvaporated"":""2147483.648"",""time"":1719733146001},{""percent"":""FBP"",""DistRate"":""6 min 11 sec"",""LiqTemp"":""213.900"",""HeatTemp"":""639.700"",""VapTemp"":""173.177"",""VapTempAdjusted"":""173.177"",""VapTempCorrected"":""161.625"",""VapTempEvaporated"":""-"",""time"":1719733146002}]",2024-06-30 07:39:05+00,2024-06-30 07:39:05+00:00,2024-06-30 07:54:02+00:00,100.845,161.625,,14.95,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
62b03def6e56ec3481b2d43fff08e06a42b48820c0cadb8c1be54fd59947a21e,400 cut,c0983ff3-7d72-4887-b98f-c6801a6c466d,"[{""percent"":""IBP"",""DistRate"":""6 min 31 sec"",""LiqTemp"":""156.800"",""HeatTemp"":""611.600"",""VapTemp"":""104.977"",""VapTempAdjusted"":""104.977"",""VapTempCorrected"":""93.451"",""VapTempEvaporated"":""-"",""time"":1719740166999},{""percent"":""10"",""VapTemp"":""153.364"",""DistRate"":""3.6"",""LiqTemp"":""182.7"",""HeatTemp"":""669.1"",""VapTempAdjusted"":""153.364"",""VapTempCorrected"":""152.883"",""VapTempEvaporated"":""2147483.648"",""time"":1719740167000},{""percent"":""FBP"",""DistRate"":""6 min 31 sec"",""LiqTemp"":""197.900"",""HeatTemp"":""684.100"",""VapTemp"":""153.364"",""VapTempAdjusted"":""153.364"",""VapTempCorrected"":""141.783"",""VapTempEvaporated"":""-"",""time"":1719740167001}]",2024-06-30 09:36:06+00,2024-06-30 09:36:06+00:00,2024-06-30 09:49:51+00:00,93.451,141.783,,13.75,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
4d4710406634e6e906aac36de770ef2909f0d5c29a5015153d015e8adb7b1018,400 cut,f17a6cda-cfb5-4b76-beb2-ab68c0cdd166,"[{""percent"":""IBP"",""DistRate"":""6 min 58 sec"",""LiqTemp"":""173.800"",""HeatTemp"":""624.800"",""VapTemp"":""113.326"",""VapTempAdjusted"":""113.326"",""VapTempCorrected"":""101.894"",""VapTempEvaporated"":""-"",""time"":1719742186999},{""percent"":""10"",""VapTemp"":""152.401"",""DistRate"":""4.2"",""LiqTemp"":""190.2"",""HeatTemp"":""644.4"",""VapTempAdjusted"":""152.401"",""VapTempCorrected"":""152.035"",""VapTempEvaporated"":""2147483.648"",""time"":1719742187000},{""percent"":""20"",""VapTemp"":""161.169"",""DistRate"":""54"",""LiqTemp"":""198.9"",""HeatTemp"":""599.4"",""VapTempAdjusted"":""161.169"",""VapTempCorrected"":""160.796"",""VapTempEvaporated"":""2147483.648"",""time"":1719742187001},{""percent"":""30"",""VapTemp"":""162.592"",""DistRate"":""54"",""LiqTemp"":""199.6"",""HeatTemp"":""531.5"",""VapTempAdjusted"":""162.592"",""VapTempCorrected"":""162.217"",""VapTempEvaporated"":""2147483.648"",""time"":1719742187002},{""percent"":""40"",""VapTemp"":""159.122"",""DistRate"":""22.5"",""LiqTemp"":""197.7"",""HeatTemp"":""461.6"",""VapTempAdjusted"":""159.122"",""VapTempCorrected"":""158.75"",""VapTempEvaporated"":""2147483.648"",""time"":1719742187003},{""percent"":""50"",""VapTemp"":""191.638"",""DistRate"":""54"",""LiqTemp"":""225.7"",""HeatTemp"":""655.3"",""VapTempAdjusted"":""191.638"",""VapTempCorrected"":""191.238"",""VapTempEvaporated"":""2147483.648"",""time"":1719742187004},{""percent"":""60"",""VapTemp"":""192.897"",""DistRate"":""22.5"",""LiqTemp"":""227.7"",""HeatTemp"":""542.2"",""VapTempAdjusted"":""192.897"",""VapTempCorrected"":""192.496"",""VapTempEvaporated"":""2147483.648"",""time"":1719742187005},{""percent"":""FBP"",""DistRate"":""6 min 7 sec"",""LiqTemp"":""242.900"",""HeatTemp"":""557.200"",""VapTemp"":""192.897"",""VapTempAdjusted"":""192.897"",""VapTempCorrected"":""181.396"",""VapTempEvaporated"":""-"",""time"":1719742187006}]",2024-06-30 10:09:46+00,2024-06-30 10:09:46+00:00,2024-06-30 10:25:17+00:00,101.894,181.396,191.238,15.516666666666667,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
6872a4fcf19736a7586b4eaf43714239856fb74a9550bad6e0e1f9fb64a0aafb,400 cut,f17a6cda-cfb5-4b76-beb2-ab68c0cdd166,"[{""percent"":""IBP"",""DistRate"":""6 min 14 sec"",""LiqTemp"":""3292.000"",""HeatTemp"":""-"",""VapTemp"":""2147483.648"",""VapTempAdjusted"":""2147483.648"",""VapTempCorrected"":""-"",""VapTempEvaporated"":""-"",""time"":1709624242999},{""percent"":""FBP"",""DistRate"":""6 min 31 sec"",""LiqTemp"":""170.900"",""HeatTemp"":""618.100"",""VapTemp"":""75.364"",""VapTempAdjusted"":""75.364"",""VapTempCorrected"":""64.173"",""VapTempEvaporated"":""-"",""time"":1709624243000}]",2024-03-05 07:37:22+00,2024-03-05 07:37:22+00:00,2024-03-05 07:54:54+00:00,,,,17.533333333333335,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
b486a95022d87bbe6e9a96e0e50ee7a494de4ef83ed760b5a405c4ae10650c12,400 cut,c0983ff3-7d72-4887-b98f-c6801a6c466d,"[{""percent"":""IBP"",""DistRate"":""6 min 43 sec"",""LiqTemp"":""114.000"",""HeatTemp"":""476.100"",""VapTemp"":""72.501"",""VapTempAdjusted"":""72.501"",""VapTempCorrected"":""61.001"",""VapTempEvaporated"":""-"",""time"":1719784322999},{""percent"":""10"",""VapTemp"":""87.056"",""DistRate"":""4.6"",""LiqTemp"":""111.1"",""HeatTemp"":""485.6"",""VapTempAdjusted"":""87.056"",""VapTempCorrected"":""86.639"",""VapTempEvaporated"":""2147483.648"",""time"":1719784323000},{""percent"":""20"",""VapTemp"":""109.261"",""DistRate"":""4.4"",""LiqTemp"":""130"",""HeatTemp"":""489.7"",""VapTempAdjusted"":""109.261"",""VapTempCorrected"":""108.818"",""VapTempEvaporated"":""2147483.648"",""time"":1719784323001},{""percent"":""30"",""VapTemp"":""129.161"",""DistRate"":""4.4"",""LiqTemp"":""150.4"",""HeatTemp"":""509.2"",""VapTempAdjusted"":""129.161"",""VapTempCorrected"":""128.695"",""VapTempEvaporated"":""2147483.648"",""time"":1719784323002},{""percent"":""40"",""VapTemp"":""151.462"",""DistRate"":""4.4"",""LiqTemp"":""172.5"",""HeatTemp"":""540.9"",""VapTempAdjusted"":""151.462"",""VapTempCorrected"":""150.97"",""VapTempEvaporated"":""2147483.648"",""time"":1719784323003},{""percent"":""50"",""VapTemp"":""179.649"",""DistRate"":""4.3"",""LiqTemp"":""199.1"",""HeatTemp"":""585.8"",""VapTempAdjusted"":""179.649"",""VapTempCorrected"":""179.124"",""VapTempEvaporated"":""2147483.648"",""time"":1719784323004},{""percent"":""FBP"",""DistRate"":""6 min 5 sec"",""LiqTemp"":""214.300"",""HeatTemp"":""600.800"",""VapTemp"":""179.649"",""VapTempAdjusted"":""179.649"",""VapTempCorrected"":""168.024"",""VapTempEvaporated"":""-"",""time"":1719784323005}]",2024-06-30 21:52:02+00,2024-06-30 21:52:02+00:00,2024-06-30 22:12:30+00:00,61.001,168.024,179.124,20.466666666666665,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
fec292d90f2617f641e5eba526c5db4b41500056c2394b5a6d70bf9b23a097db,400 cut,f17a6cda-cfb5-4b76-beb2-ab68c0cdd166,"[{""percent"":""IBP"",""DistRate"":""6 min 45 sec"",""LiqTemp"":""130.100"",""HeatTemp"":""505.800"",""VapTemp"":""80.690"",""VapTempAdjusted"":""80.690"",""VapTempCorrected"":""69.430"",""VapTempEvaporated"":""-"",""time"":1719854931999},{""percent"":""10"",""VapTemp"":""99.405"",""DistRate"":""4.5"",""LiqTemp"":""130.1"",""HeatTemp"":""516.3"",""VapTempAdjusted"":""99.405"",""VapTempCorrected"":""99.236"",""VapTempEvaporated"":""2147483.648"",""time"":1719854932000},{""percent"":""20"",""VapTemp"":""129.354"",""DistRate"":""4.4"",""LiqTemp"":""159.8"",""HeatTemp"":""544.8"",""VapTempAdjusted"":""129.354"",""VapTempCorrected"":""129.172"",""VapTempEvaporated"":""2147483.648"",""time"":1719854932001},{""percent"":""30"",""VapTemp"":""164.47"",""DistRate"":""3.9"",""LiqTemp"":""196.4"",""HeatTemp"":""604"",""VapTempAdjusted"":""164.47"",""VapTempCorrected"":""164.272"",""VapTempEvaporated"":""2147483.648"",""time"":1719854932002},{""percent"":""FBP"",""DistRate"":""6 min 24 sec"",""LiqTemp"":""211.600"",""HeatTemp"":""619.000"",""VapTemp"":""164.470"",""VapTempAdjusted"":""164.470"",""VapTempCorrected"":""153.172"",""VapTempEvaporated"":""-"",""time"":1719854932003}]",2024-07-01 17:28:51+00,2024-07-01 17:28:51+00:00,2024-07-01 17:47:07+00:00,69.43,153.172,,18.266666666666666,61.07276888888889,21.571772652587477,165.3154577777778,23.48038926174892,153.1968488888889,40.83537895202682,20.341703703703704,5.0591695208978384
